Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FJZ733.pdf,-,FJZ733LTF-ND,FJZ733LTF,Fairchild Semiconductor,TRANS PNP 50V 0.15A SOT623F,0,0,"Call","0","12000","Tape & Reel (TR)","-","Obsolete","PNP","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","350 @ 1mA, 6V","100mW","180MHz","150°C (TJ)","Surface Mount","SOT-623F","SOT-623F"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FJZ945.pdf,-,FJZ945OTF-ND,FJZ945OTF,Fairchild Semiconductor,TRANS NPN 50V 0.15A SOT623F,0,0,"Call","0","12000","Tape & Reel (TR)","-","Obsolete","NPN","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","70 @ 1mA, 6V","100mW","300MHz","150°C (TJ)","Surface Mount","SOT-623F","SOT-623F"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FJZ945.pdf,-,FJZ945YTF-ND,FJZ945YTF,Fairchild Semiconductor,TRANS NPN 50V 0.15A SOT623F,0,0,"Call","0","12000","Tape & Reel (TR)","-","Obsolete","NPN","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","120 @ 1mA, 6V","100mW","300MHz","150°C (TJ)","Surface Mount","SOT-623F","SOT-623F"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FJZ733.pdf,-,FJZ733OTF-ND,FJZ733OTF,Fairchild Semiconductor,TRANS PNP 50V 0.15A SOT623F,0,0,"Call","0","12000","Tape & Reel (TR)","-","Obsolete","PNP","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","70 @ 1mA, 6V","100mW","180MHz","150°C (TJ)","Surface Mount","SOT-623F","SOT-623F"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FJZ945.pdf,-,FJZ945GTF-ND,FJZ945GTF,Fairchild Semiconductor,TRANS NPN 50V 0.15A SOT623F,0,0,"Call","0","12000","Tape & Reel (TR)","-","Obsolete","NPN","150mA","50V","300mV @ 10mA, 100mA","100nA (ICBO)","200 @ 1mA, 6V","100mW","300MHz","150°C (TJ)","Surface Mount","SOT-623F","SOT-623F"
https://www.fairchildsemi.com/datasheets/KS/KSA916.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-92L.jpg,KSA916OBU-ND,KSA916OBU,Fairchild Semiconductor,TRANS PNP 120V 0.8A TO-92L,0,0,"Call","0","18000","Bulk","-","Obsolete","PNP","800mA","120V","1V @ 50mA, 500mA","100nA (ICBO)","80 @ 100mA, 5V","900mW","120MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSA916.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-92L.jpg,KSA916YBU-ND,KSA916YBU,Fairchild Semiconductor,TRANS PNP 120V 0.8A TO-92L,0,0,"Call","0","18000","Bulk","-","Obsolete","PNP","800mA","120V","1V @ 50mA, 500mA","100nA (ICBO)","120 @ 100mA, 5V","900mW","120MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2500.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSC2500CTA-ND,KSC2500CTA,Fairchild Semiconductor,TRANS NPN 10V 2A TO-92L,0,0,"Call","0","16000","Tape & Box (TB)","-","Obsolete","NPN","2A","10V","500mV @ 50mA, 2A","100nA (ICBO)","300 @ 500mA, 1V","900mW","150MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body (Formed Leads)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSC2316.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSC2316OTA-ND,KSC2316OTA,Fairchild Semiconductor,TRANS NPN 120V 0.8A TO-92L,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","NPN","800mA","120V","1V @ 50mA, 500mA","100nA (ICBO)","80 @ 100mA, 5V","900mW","120MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2500.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSC2500BTA-ND,KSC2500BTA,Fairchild Semiconductor,TRANS NPN 10V 2A TO-92L,0,0,"Call","0","6000","Tape & Box (TB)","-","Obsolete","NPN","2A","10V","500mV @ 50mA, 2A","100nA (ICBO)","200 @ 500mA, 1V","900mW","150MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2500.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSC2500DTA-ND,KSC2500DTA,Fairchild Semiconductor,TRANS NPN 10V 2A TO-92L,0,0,"Call","0","6000","Tape & Box (TB)","-","Obsolete","NPN","2A","10V","500mV @ 50mA, 2A","100nA (ICBO)","420 @ 500mA, 1V","900mW","150MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2500.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-92L.jpg,KSC2500BBU-ND,KSC2500BBU,Fairchild Semiconductor,TRANS NPN 10V 2A TO-92L,0,0,"Call","0","18000","Bulk","-","Obsolete","NPN","2A","10V","500mV @ 50mA, 2A","100nA (ICBO)","200 @ 500mA, 1V","900mW","150MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSC2316.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-92L.jpg,KSC2316YBU-ND,KSC2316YBU,Fairchild Semiconductor,TRANS NPN 120V 0.8A TO-92L,0,0,"Call","0","6000","Bulk","-","Obsolete","NPN","800mA","120V","1V @ 50mA, 500mA","100nA (ICBO)","120 @ 100mA, 5V","900mW","120MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2500.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-92L.jpg,KSC2500DBU-ND,KSC2500DBU,Fairchild Semiconductor,TRANS NPN 10V 2A TO-92L,0,0,"Call","0","18000","Bulk","-","Obsolete","NPN","2A","10V","500mV @ 50mA, 2A","100nA (ICBO)","420 @ 500mA, 1V","900mW","150MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2500.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-92L.jpg,KSC2500CBU-ND,KSC2500CBU,Fairchild Semiconductor,TRANS NPN 10V 2A TO-92L,0,0,"Call","0","18000","Bulk","-","Obsolete","NPN","2A","10V","500mV @ 50mA, 2A","100nA (ICBO)","300 @ 500mA, 1V","900mW","150MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSC2316.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-92L.jpg,KSC2316OBU-ND,KSC2316OBU,Fairchild Semiconductor,TRANS NPN 120V 0.8A TO-92L,0,0,"Call","0","6000","Bulk","-","Obsolete","NPN","800mA","120V","1V @ 50mA, 500mA","100nA (ICBO)","80 @ 100mA, 5V","900mW","120MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/MPS6562.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",MPS6562-ND,MPS6562,Fairchild Semiconductor,TRANS PNP 25V 1A TO-92,0,0,"Call","0","4000","Bulk","-","Obsolete","PNP","1A","25V","500mV @ 50mA, 500mA","100nA","50 @ 500mA, 1V","625mW","60MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSA1013.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-92L.jpg,KSA1013RBU-ND,KSA1013RBU,Fairchild Semiconductor,TRANS PNP 160V 1A TO-92L,0,0,"Call","0","18000","Bulk","-","Obsolete","PNP","1A","160V","1.5V @ 50mA, 500mA","1µA (ICBO)","60 @ 200mA, 5V","900mW","50MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSC2383.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-92L.jpg,KSC2383OBU-ND,KSC2383OBU,Fairchild Semiconductor,TRANS NPN 160V 1A TO-92L,0,0,"Call","0","6000","Bulk","-","Obsolete","NPN","1A","160V","1.5V @ 50mA, 500mA","1µA (ICBO)","100 @ 200mA, 5V","900mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSC2383.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-92L.jpg,KSC2383YBU-ND,KSC2383YBU,Fairchild Semiconductor,TRANS NPN 160V 1A TO-92L,0,0,"Call","0","6000","Bulk","-","Obsolete","NPN","1A","160V","1.5V @ 50mA, 500mA","1µA (ICBO)","160 @ 200mA, 5V","900mW","100MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSA1013.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSA1013RTA-ND,KSA1013RTA,Fairchild Semiconductor,TRANS PNP 160V 1A TO-92L,0,0,"Call","0","16000","Tape & Box (TB)","-","Obsolete","PNP","1A","160V","1.5V @ 50mA, 500mA","1µA (ICBO)","60 @ 200mA, 5V","900mW","50MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
"//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/MPSA27,PZTA27.pdf","//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",MPSA27-ND,MPSA27,Fairchild Semiconductor,TRANS NPN DARL 60V 0.8A TO-92,0,0,"Call","0","4000","Bulk","-","Obsolete","NPN - Darlington","800mA","60V","1.5V @ 100µA, 100mA","500nA","10000 @ 100mA, 5V","625mW","125MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/MM/MMBTA28.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",MPSA28FS-ND,MPSA28,Fairchild Semiconductor,TRANS NPN DARL 80V 0.8A TO-92,0,0,"Call","0","4000","Bulk","-","Obsolete","NPN - Darlington","800mA","80V","1.5V @ 100µA, 100mA","500nA","10000 @ 100mA, 5V","625mW","125MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSA1625KTA-ND,KSA1625KTA,Fairchild Semiconductor,TRANS PNP 400V 0.5A TO-92,0,0,"Call","0","2000","Tape & Box (TB)","-","Obsolete","PNP","500mA","400V","1V @ 10mA, 100mA","1µA (ICBO)","100 @ 50mA, 5V","750mW","10MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FSBCW30.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,FSBCW30-ND,FSBCW30,Fairchild Semiconductor,TRANS PNP 32V 0.5A SSOT-3,0,0,"Call","0","3000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","32V","300mV @ 500µA, 10mA","100nA (ICBO)","215 @ 2mA, 5V","500mW","-","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SuperSOT-3"
-,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSA1625KBU-ND,KSA1625KBU,Fairchild Semiconductor,TRANS PNP 400V 0.5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","PNP","500mA","400V","1V @ 10mA, 100mA","1µA (ICBO)","100 @ 50mA, 5V","750mW","10MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FMBS5401.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/SOT-23-6%20PKG.jpg,FMBS5401-ND,FMBS5401,Fairchild Semiconductor,TRANS PNP 150V 0.6A SSOT-6,0,0,"Call","0","3000","Tape & Reel (TR)","-","Obsolete","PNP","600mA","150V","500mV @ 5mA, 50mA","50nA (ICBO)","60 @ 10mA, 5V","700mW","300MHz","-55°C ~ 150°C (TJ)","Surface Mount","SOT-23-6 Thin, TSOT-23-6","SuperSOT™-6"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FMBS5551.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/SOT-23-6%20PKG.jpg,FMBS5551-ND,FMBS5551,Fairchild Semiconductor,TRANS NPN 160V 0.6A SSOT-6,0,0,"Call","0","3000","Tape & Reel (TR)","-","Obsolete","NPN","600mA","160V","200mV @ 5mA, 50mA","50nA (ICBO)","80 @ 10mA, 5V","700mW","300MHz","-55°C ~ 150°C (TJ)","Surface Mount","SOT-23-6 Thin, TSOT-23-6","SuperSOT™-6"
-,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/261;-MKT-MGF06A;--;-6.jpg,FJYF2906PWD-ND,FJYF2906PWD,Fairchild Semiconductor,TRANS PNP 40V 0.15A SOT563F,0,0,"Call","0","15061","Bulk","-","Obsolete","PNP","150mA","40V","500mV @ 5mA, 50mA","-","100 @ 10mA, 1V","150mW","250MHz","-55°C ~ 150°C (TJ)","Surface Mount","SOT-563, SOT-666","SOT-563F"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FSB6726.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,FSB6726-ND,FSB6726,Fairchild Semiconductor,TRANS PNP 30V 1.5A SSOT-3,0,0,"Call","0","3000","Tape & Reel (TR)","-","Obsolete","PNP","1.5A","30V","500mV @ 100mA, 1A","100nA (ICBO)","50 @ 1A, 1V","500mW","-","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SuperSOT-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FJN3303.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",FJN3303BU-ND,FJN3303BU,Fairchild Semiconductor,TRANS NPN 400V 1.5A TO-92,0,0,"Call","0","10000","Bulk","-","Obsolete","NPN","1.5A","400V","3V @ 500mA, 1.5A","10µA (ICBO)","14 @ 500mA, 2V","1.1W","4MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FMBSA06.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/SOT-23-6%20PKG.jpg,FMBSA06-ND,FMBSA06,Fairchild Semiconductor,TRANS NPN 80V 0.5A SSOT-6,0,0,"Call","0","3000","Tape & Reel (TR)","-","Obsolete","NPN","500mA","80V","250mV @ 10mA, 100mA","100nA","100 @ 100mA, 1V","700mW","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","SOT-23-6 Thin, TSOT-23-6","SuperSOT™-6"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSB798_DS.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,KSB798YTF-ND,KSB798YTF,Fairchild Semiconductor,TRANS PNP 25V 1A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","1A","25V","400mV @ 100mA, 1A","100nA (ICBO)","135 @ 100mA, 1V","2W","110MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/TN2219A.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-92L.jpg,TN2219A-ND,TN2219A,Fairchild Semiconductor,TRANS NPN 40V 1A TO-226,0,0,"Call","0","1500","Bulk","-","Obsolete","NPN","1A","40V","1V @ 50mA, 500mA","10nA (ICBO)","100 @ 150mA, 10V","1W","-","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body","TO-226"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSB798_DS.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,KSB798GTF-ND,KSB798GTF,Fairchild Semiconductor,TRANS PNP 25V 1A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","1A","25V","400mV @ 100mA, 1A","100nA (ICBO)","200 @ 100mA, 1V","2W","110MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2883_DS.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,KSC2883YTF-ND,KSC2883YTF,Fairchild Semiconductor,TRANS NPN 30V 1.5A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","1.5A","30V","2V @ 30mA, 1.5A","100nA (ICBO)","160 @ 500mA, 2V","1W","120MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FMBSA56.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/SOT-23-6%20PKG.jpg,FMBSA56-ND,FMBSA56,Fairchild Semiconductor,TRANS PNP 80V 0.5A SSOT-6,0,0,"Call","0","3000","Tape & Reel (TR)","-","Obsolete","PNP","500mA","80V","250mV @ 10mA, 100mA","100nA","100 @ 100mA, 1V","700mW","50MHz","-55°C ~ 150°C (TJ)","Surface Mount","SOT-23-6 Thin, TSOT-23-6","SuperSOT™-6"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2883_DS.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,KSC2883OTF-ND,KSC2883OTF,Fairchild Semiconductor,TRANS NPN 30V 1.5A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","1.5A","30V","2V @ 30mA, 1.5A","100nA (ICBO)","100 @ 500mA, 2V","1W","120MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
https://www.fairchildsemi.com/datasheets/TN/TN2907A.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-92L.jpg,TN2907A-ND,TN2907A,Fairchild Semiconductor,TRANS PNP 60V 0.8A TO-226,0,0,"Call","0","1500","Bulk","-","Obsolete","PNP","800mA","60V","1.6V @ 50mA, 500mA","10nA (ICBO)","100 @ 150mA, 10V","625mW","-","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body","TO-226"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSB1121.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,KSB1121STM-ND,KSB1121STM,Fairchild Semiconductor,TRANS PNP 25V 2A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","2A","25V","600mV @ 75mA, 1.5A","100nA (ICBO)","140 @ 100mA, 2V","1.3W","150MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSB1121.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,KSB1121TTF-ND,KSB1121TTF,Fairchild Semiconductor,TRANS PNP 25V 2A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","2A","25V","600mV @ 75mA, 1.5A","100nA (ICBO)","200 @ 100mA, 2V","1.3W","150MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSB1121.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,KSB1121STF-ND,KSB1121STF,Fairchild Semiconductor,TRANS PNP 25V 2A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","2A","25V","600mV @ 75mA, 1.5A","100nA (ICBO)","140 @ 100mA, 2V","1.3W","150MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/ksa1203.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,KSA1203YTF-ND,KSA1203YTF,Fairchild Semiconductor,TRANS PNP 30V 1.5A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","PNP","1.5A","30V","2V @ 30mA, 1.5A","100nA (ICBO)","160 @ 500mA, 2V","1W","120MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FJC2098.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,FJC2098RTF-ND,FJC2098RTF,Fairchild Semiconductor,TRANS NPN 20V 5A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","5A","20V","1V @ 100mA, 4A","500nA","180 @ 500mA, 2V","500mW","-","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FJC1963.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,FJC1963STF-ND,FJC1963STF,Fairchild Semiconductor,TRANS NPN 30V 3A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","3A","30V","450mV @ 150mA, 1.5A","500nA","280 @ 500mA, 2V","500mW","-","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FJC1963.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,FJC1963QTF-ND,FJC1963QTF,Fairchild Semiconductor,TRANS NPN 30V 3A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","3A","30V","450mV @ 150mA, 1.5A","500nA","120 @ 500mA, 2V","500mW","-","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FJC1963.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,FJC1963RTF-ND,FJC1963RTF,Fairchild Semiconductor,TRANS NPN 30V 3A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","3A","30V","450mV @ 150mA, 1.5A","500nA","180 @ 500mA, 2V","500mW","-","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/FJC2098.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,FJC2098QTF-ND,FJC2098QTF,Fairchild Semiconductor,TRANS NPN 20V 5A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","5A","20V","1V @ 100mA, 4A","500nA","120 @ 500mA, 2V","500mW","-","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2881.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,KSC2881OTF-ND,KSC2881OTF,Fairchild Semiconductor,TRANS NPN 120V 0.8A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","800mA","120V","1V @ 50mA, 500mA","100nA (ICBO)","80 @ 100mA, 5V","1W","120MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2982.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,KSC2982DTF-ND,KSC2982DTF,Fairchild Semiconductor,TRANS NPN 10V 2A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","2A","10V","500mV @ 50mA, 2A","100nA (ICBO)","420 @ 500mA, 1V","500mW","150MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2982.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,KSC2982BTF-ND,KSC2982BTF,Fairchild Semiconductor,TRANS NPN 10V 2A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","2A","10V","500mV @ 50mA, 2A","100nA (ICBO)","200 @ 500mA, 1V","500mW","150MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
//media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/KSC2982.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/MC78L05ACHX.jpg,KSC2982ATF-ND,KSC2982ATF,Fairchild Semiconductor,TRANS NPN 10V 2A SOT-89,0,0,"Call","0","4000","Tape & Reel (TR)","-","Obsolete","NPN","2A","10V","500mV @ 50mA, 2A","100nA (ICBO)","140 @ 500mA, 1V","500mW","150MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
