Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
http://www.diodes.com/_files/datasheets/FZT705.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT705TR-ND,FZT705TA,Diodes Incorporated,TRANS PNP DARL 120V 2A SOT-223,8000,0,"0.35360","0","1000","Tape & Reel (TR)","-","Active","PNP - Darlington","2A","120V","2.5V @ 2mA, 2A","10µA","3000 @ 1A, 5V","2W","160MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT705.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT705CT-ND,FZT705TA,Diodes Incorporated,TRANS PNP DARL 120V 2A SOT-223,8639,0,"0.85000","0","1","Cut Tape (CT)","-","Active","PNP - Darlington","2A","120V","2.5V @ 2mA, 2A","10µA","3000 @ 1A, 5V","2W","160MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT757.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT757TR-ND,FZT757TA,Diodes Incorporated,TRANS PNP 300V 0.5A SOT-223,3000,0,"0.35360","0","1000","Tape & Reel (TR)","-","Active","PNP","500mA","300V","500mV @ 10mA, 100mA","100nA (ICBO)","50 @ 100mA, 5V","2W","30MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT757.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT757CT-ND,FZT757TA,Diodes Incorporated,TRANS PNP 300V 0.5A SOT-223,4870,0,"0.85000","0","1","Cut Tape (CT)","-","Active","PNP","500mA","300V","500mV @ 10mA, 100mA","100nA (ICBO)","50 @ 100mA, 5V","2W","30MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT751.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT751TR-ND,FZT751TA,Diodes Incorporated,TRANS PNP 60V 3A SOT-223,2000,0,"0.35360","0","1000","Tape & Reel (TR)","-","Active","PNP","3A","60V","600mV @ 300mA, 3A","100nA (ICBO)","100 @ 500mA, 2V","2W","140MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT751.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT751CT-ND,FZT751TA,Diodes Incorporated,TRANS PNP 60V 3A SOT-223,2319,0,"0.85000","0","1","Cut Tape (CT)","-","Active","PNP","3A","60V","600mV @ 300mA, 3A","100nA (ICBO)","100 @ 500mA, 2V","2W","140MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT751.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT751DKR-ND,FZT751TA,Diodes Incorporated,TRANS PNP 60V 3A SOT-223,2319,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","3A","60V","600mV @ 300mA, 3A","100nA (ICBO)","100 @ 500mA, 2V","2W","140MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT753.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT753TR-ND,FZT753TA,Diodes Incorporated,TRANS PNP 100V 2A SOT-223,2000,0,"0.35360","0","1000","Tape & Reel (TR)","-","Active","PNP","2A","100V","500mV @ 200mA, 2A","100nA (ICBO)","100 @ 500mA, 2V","2W","140MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT753.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT753CT-ND,FZT753TA,Diodes Incorporated,TRANS PNP 100V 2A SOT-223,2794,0,"0.85000","0","1","Cut Tape (CT)","-","Active","PNP","2A","100V","500mV @ 200mA, 2A","100nA (ICBO)","100 @ 500mA, 2V","2W","140MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT753.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT753DKR-ND,FZT753TA,Diodes Incorporated,TRANS PNP 100V 2A SOT-223,2794,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","2A","100V","500mV @ 200mA, 2A","100nA (ICBO)","100 @ 500mA, 2V","2W","140MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/ZXTN2007Z.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,ZXTN2007ZTR-ND,ZXTN2007ZTA,Diodes Incorporated,TRANS NPN 30V 6A SOT89,4000,0,"0.36800","0","1000","Tape & Reel (TR)","-","Active","NPN","6A","30V","190mV @ 300mA, 6.5A","50nA (ICBO)","100 @ 1A, 1V","2.1W","140MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ZXTN2007Z.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,ZXTN2007ZCT-ND,ZXTN2007ZTA,Diodes Incorporated,TRANS NPN 30V 6A SOT89,4630,0,"0.89000","0","1","Cut Tape (CT)","-","Active","NPN","6A","30V","190mV @ 300mA, 6.5A","50nA (ICBO)","100 @ 1A, 1V","2.1W","140MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ZXTN2007Z.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,ZXTN2007ZDKR-ND,ZXTN2007ZTA,Diodes Incorporated,TRANS NPN 30V 6A SOT89,4630,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","6A","30V","190mV @ 300mA, 6.5A","50nA (ICBO)","100 @ 1A, 1V","2.1W","140MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
https://www.fairchildsemi.com/datasheets/KS/KSA1013.pdf,//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-92L.jpg,KSA1013YBUFS-ND,KSA1013YBU,Fairchild Semiconductor,TRANS PNP 160V 1A TO-92L,3748,138000,"0.37000","0","1","Bulk","-","Active","PNP","1A","160V","1.5V @ 50mA, 500mA","1µA (ICBO)","60 @ 200mA, 5V","900mW","50MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 Long Body","TO-92-3"
http://www.diodes.com/_files/datasheets/ZXTP2013G.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,ZXTP2013GTR-ND,ZXTP2013GTA,Diodes Incorporated,TRANS PNP 100V 5A SOT223,3000,0,"0.37500","0","1000","Tape & Reel (TR)","-","Active","PNP","5A","100V","340mV @ 400mA, 4A","20nA (ICBO)","100 @ 1A, 1V","3W","125MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/ZXTP2013G.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,ZXTP2013GCT-ND,ZXTP2013GTA,Diodes Incorporated,TRANS PNP 100V 5A SOT223,3181,0,"0.85000","0","1","Cut Tape (CT)","-","Active","PNP","5A","100V","340mV @ 400mA, 4A","20nA (ICBO)","100 @ 1A, 1V","3W","125MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/ZXTP2013G.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,ZXTP2013GDKR-ND,ZXTP2013GTA,Diodes Incorporated,TRANS PNP 100V 5A SOT223,3181,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","5A","100V","340mV @ 400mA, 4A","20nA (ICBO)","100 @ 1A, 1V","3W","125MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/ZXTN2005G.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,ZXTN2005GTR-ND,ZXTN2005GTA,Diodes Incorporated,TRANS NPN 25V 7A SOT223,2000,112000,"0.37500","0","1000","Tape & Reel (TR)","-","Active","NPN","7A","25V","230mV @ 150mA, 6.5A","50nA (ICBO)","300 @ 1A, 1V","3W","150MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/ZXTN2005G.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,ZXTN2005GCT-ND,ZXTN2005GTA,Diodes Incorporated,TRANS NPN 25V 7A SOT223,2975,112000,"0.85000","0","1","Cut Tape (CT)","-","Active","NPN","7A","25V","230mV @ 150mA, 6.5A","50nA (ICBO)","300 @ 1A, 1V","3W","150MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/ZXTN2005G.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,ZXTN2005GDKR-ND,ZXTN2005GTA,Diodes Incorporated,TRANS NPN 25V 7A SOT223,2975,112000,"Calculate","0","1","Digi-Reel®","-","Active","NPN","7A","25V","230mV @ 150mA, 6.5A","50nA (ICBO)","300 @ 1A, 1V","3W","150MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/ZXTP2008G.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,ZXTP2008GTR-ND,ZXTP2008GTA,Diodes Incorporated,TRANS PNP 30V 5.5A SOT223,2000,0,"0.37500","0","1000","Tape & Reel (TR)","-","Active","PNP","5.5A","30V","210mV @ 500mA, 5.5A","20nA (ICBO)","100 @ 1A, 1V","3W","110MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/ZXTP2008G.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,ZXTP2008GCT-ND,ZXTP2008GTA,Diodes Incorporated,TRANS PNP 30V 5.5A SOT223,2456,0,"0.85000","0","1","Cut Tape (CT)","-","Active","PNP","5.5A","30V","210mV @ 500mA, 5.5A","20nA (ICBO)","100 @ 1A, 1V","3W","110MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/ZXTP2008G.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,ZXTP2008GDKR-ND,ZXTP2008GTA,Diodes Incorporated,TRANS PNP 30V 5.5A SOT223,2456,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","5.5A","30V","210mV @ 500mA, 5.5A","20nA (ICBO)","100 @ 1A, 1V","3W","110MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
https://www.fairchildsemi.com/datasheets/MM/MMBT100.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",PN100A-ND,PN100A,Fairchild Semiconductor,TRANS NPN 45V 0.5A TO-92,7343,0,"0.38000","0","1","Bulk","-","Active","NPN","500mA","45V","400mV @ 20mA, 200mA","50nA","300 @ 10mA, 1V","625mW","250MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
http://www.st.com/content/ccc/resource/technical/document/datasheet/68/ba/4f/b4/58/2f/46/85/DM00116400.pdf/files/DM00116400.pdf/jcr:content/translations/en.DM00116400.pdf,//media.digikey.com/Renders/STMicro%20Renders/D2Pak%20TO-263.jpg,497-15455-2-ND,MJB44H11T4-A,STMicroelectronics,TRANS NPN 80V 10A D2PAK-3,2000,0,"0.39000","0","1000","Tape & Reel (TR)","-","Active","NPN","10A","80V","1V @ 400mA, 8A","10µA","40 @ 4A, 1V","50W","-","150°C (TJ)","Surface Mount","TO-263-3, D²Pak (2 Leads + Tab), TO-263AB","D2PAK"
http://www.st.com/content/ccc/resource/technical/document/datasheet/68/ba/4f/b4/58/2f/46/85/DM00116400.pdf/files/DM00116400.pdf/jcr:content/translations/en.DM00116400.pdf,//media.digikey.com/Renders/STMicro%20Renders/D2Pak%20TO-263.jpg,497-15455-1-ND,MJB44H11T4-A,STMicroelectronics,TRANS NPN 80V 10A D2PAK-3,2205,0,"0.88000","0","1","Cut Tape (CT)","-","Active","NPN","10A","80V","1V @ 400mA, 8A","10µA","40 @ 4A, 1V","50W","-","150°C (TJ)","Surface Mount","TO-263-3, D²Pak (2 Leads + Tab), TO-263AB","D2PAK"
http://www.st.com/content/ccc/resource/technical/document/datasheet/68/ba/4f/b4/58/2f/46/85/DM00116400.pdf/files/DM00116400.pdf/jcr:content/translations/en.DM00116400.pdf,//media.digikey.com/Renders/STMicro%20Renders/D2Pak%20TO-263.jpg,497-15455-6-ND,MJB44H11T4-A,STMicroelectronics,TRANS NPN 80V 10A D2PAK-3,2205,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","10A","80V","1V @ 400mA, 8A","10µA","40 @ 4A, 1V","50W","-","150°C (TJ)","Surface Mount","TO-263-3, D²Pak (2 Leads + Tab), TO-263AB","D2PAK"
http://www.diodes.com/_files/datasheets/FZT788B.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT788BTR-ND,FZT788BTA,Diodes Incorporated,TRANS PNP 15V 3A SOT-223,4000,24000,"0.39200","0","1000","Tape & Reel (TR)","-","Active","PNP","3A","15V","500mV @ 50mA, 3A","100nA (ICBO)","500 @ 10mA, 2V","2W","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT788B.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT788BCT-ND,FZT788BTA,Diodes Incorporated,TRANS PNP 15V 3A SOT-223,4498,24000,"0.83000","0","1","Cut Tape (CT)","-","Active","PNP","3A","15V","500mV @ 50mA, 3A","100nA (ICBO)","500 @ 10mA, 2V","2W","100MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.st.com/content/ccc/resource/technical/document/datasheet/25/1f/cf/0d/03/ad/4e/06/CD00001225.pdf/files/CD00001225.pdf/jcr:content/translations/en.CD00001225.pdf,//media.digikey.com/photos/STMicro%20Photos/ST13003-K.JPG,497-14759-5-ND,BD136,STMicroelectronics,TRANS PNP 45V 1.5A SOT-32,3824,0,"0.40000","0","1","Tube","-","Active","PNP","1.5A","45V","500mV @ 50mA, 500mA","100nA (ICBO)","40 @ 2V, 150MA","1.25W","-","150°C (TJ)","Through Hole","TO-225AA, TO-126-3","SOT-32"
https://www.fairchildsemi.com/datasheets/MP/MPSA06.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",MPSA06-ND,MPSA06,Fairchild Semiconductor,TRANS NPN 80V 0.5A TO-92,20541,30000,"0.41000","0","1","Bulk","-","Active","NPN","500mA","80V","250mV @ 10mA, 100mA","100nA","100 @ 100mA, 1V","625mW","100MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
https://www.fairchildsemi.com/datasheets/KS/KSD1616A.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",KSD1616AGBU-ND,KSD1616AGBU,Fairchild Semiconductor,TRANS NPN 60V 1A TO-92,3018,20000,"0.41000","0","1","Bulk","-","Active","NPN","1A","60V","300mV @ 50mA, 1A","100nA (ICBO)","200 @ 100mA, 2V","750mW","160MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92-3"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/2sc5103.pdf,//media.digikey.com/Renders/Rohm%20Renders/846;CPT3;;3.jpg,2SC5103TLQTR-ND,2SC5103TLQ,Rohm Semiconductor,TRANS NPN 60V 5A SOT-428,2500,0,"0.41860","0","2500","Tape & Reel (TR)","-","Not For New Designs","NPN","5A","60V","500mV @ 200mA, 4A","10µA (ICBO)","120 @ 1A, 2V","1W","120MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","CPT3"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/2sc5103.pdf,//media.digikey.com/Renders/Rohm%20Renders/846;CPT3;;3.jpg,2SC5103TLQCT-ND,2SC5103TLQ,Rohm Semiconductor,TRANS NPN 60V 5A SOT-428,4703,0,"1.02000","0","1","Cut Tape (CT)","-","Not For New Designs","NPN","5A","60V","500mV @ 200mA, 4A","10µA (ICBO)","120 @ 1A, 2V","1W","120MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","CPT3"
//media.digikey.com/pdf/Data%20Sheets/Rohm%20PDFs/2sc5103.pdf,//media.digikey.com/Renders/Rohm%20Renders/846;CPT3;;3.jpg,2SC5103TLQDKR-ND,2SC5103TLQ,Rohm Semiconductor,TRANS NPN 60V 5A SOT-428,4703,0,"Calculate","0","1","Digi-Reel®","-","Not For New Designs","NPN","5A","60V","500mV @ 200mA, 4A","10µA (ICBO)","120 @ 1A, 2V","1W","120MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","CPT3"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=2N5400_5401.PDF,//media.digikey.com/Renders/Central%20Semiconductor%20Corp/TO-92.jpg,2N5401CS-ND,2N5401,Central Semiconductor Corp,TRANS PNP 150V 0.6A TO-92,16237,30000,"0.42000","0","1","Bulk","-","Active","PNP","600mA","150V","500mV @ 5mA, 50mA","50nA (ICBO)","60 @ 10mA, 5V","625mW","300MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=LSSGP072.PDF,//media.digikey.com/Renders/Central%20Semiconductor%20Corp/TO-92.jpg,2N3904CS-ND,2N3904,Central Semiconductor Corp,TRANS NPN 40V TO-92,8575,0,"0.42000","0","1","Bulk","-","Active","NPN","-","40V","-","50nA (ICBO)","100 @ 10mA, 1V","-","300MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=LSSGP072.PDF,//media.digikey.com/Renders/Central%20Semiconductor%20Corp/TO-92.jpg,2N3906CS-ND,2N3906,Central Semiconductor Corp,TRANS PNP 40V TO-92,6144,57500,"0.42000","0","1","Bulk","-","Active","PNP","-","40V","-","50nA (ICBO)","100 @ 10mA, 1V","-","250MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=2N4400.PDF,//media.digikey.com/Renders/Central%20Semiconductor%20Corp/TO-92.jpg,2N4401CS-ND,2N4401,Central Semiconductor Corp,TRANS NPN 40V 0.6A TO-92,5581,45000,"0.42000","0","1","Bulk","-","Active","NPN","600mA","40V","750mV @ 50mA, 500mA","-","100 @ 150mA, 1V","625mW","250MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=LSSGP072.PDF,//media.digikey.com/Renders/Central%20Semiconductor%20Corp/TO-92.jpg,2N4124-ND,2N4124,Central Semiconductor Corp,TRANS NPN 25V TO-92,4619,0,"0.42000","0","1","Bulk","-","Active","NPN","-","25V","-","50nA (ICBO)","120 @ 2mA, 1V","-","300MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92"
https://www.fairchildsemi.com/datasheets/BD/BD135.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MJE350STU.JPG,BD13716SFS-ND,BD13716S,Fairchild Semiconductor,TRANS NPN 60V 1.5A TO-126,4431,10000,"0.42000","0","1","Bulk","-","Active","NPN","1.5A","60V","500mV @ 50mA, 500mA","100nA (ICBO)","100 @ 150mA, 2V","1.25W","-","150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-126"
https://www.fairchildsemi.com/datasheets/MJ/MJE170.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MJE350STU.JPG,MJE172STUFS-ND,MJE172STU,Fairchild Semiconductor,TRANS PNP 80V 3A TO-126,2654,0,"0.42000","0","1","Tube","-","Active","PNP","3A","80V","1.7V @ 600mA, 3A","100nA (ICBO)","50 @ 100mA, 1V","1.5W","50MHz","150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-126"
http://www.diodes.com/_files/datasheets/FZT853.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT853TR-ND,FZT853TA,Diodes Incorporated,TRANS NPN 100V 6A SOT-223,2000,0,"0.42000","0","1000","Tape & Reel (TR)","-","Active","NPN","6A","100V","340mV @ 500mA, 5A","10nA (ICBO)","100 @ 2A, 2V","3W","130MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
http://www.diodes.com/_files/datasheets/FZT853.pdf,//media.digikey.com/Photos/Diodes%20Photos/MFG_AZ1117I-SOT223.jpg,FZT853CT-ND,FZT853TA,Diodes Incorporated,TRANS NPN 100V 6A SOT-223,2325,0,"0.95000","0","1","Cut Tape (CT)","-","Active","NPN","6A","100V","340mV @ 500mA, 5A","10nA (ICBO)","100 @ 2A, 2V","3W","130MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-261-4, TO-261AA","SOT-223"
https://www.fairchildsemi.com/datasheets/BD/BD136.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MJE350STU.JPG,BD14016STU-ND,BD14016STU,Fairchild Semiconductor,TRANS PNP 80V 1.5A TO126,1920,0,"0.42000","0","1","Tube","-","Active","PNP","1.5A","80V","500mV @ 50mA, 500mA","100nA (ICBO)","100 @ 150mA, 2V","1.25W","-","150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-126"
https://www.fairchildsemi.com/datasheets/MJ/MJE350.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MJE350STU.JPG,MJE350STU-ND,MJE350STU,Fairchild Semiconductor,TRANS PNP 300V 0.5A TO-126,1666,0,"0.42000","0","1","Tube","-","Active","PNP","500mA","300V","-","100µA (ICBO)","30 @ 50mA, 10V","20W","-","150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-126"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=2N4424.PDF,//media.digikey.com/Renders/Central%20Semiconductor%20Corp/TO-92.jpg,2N4424-ND,2N4424,Central Semiconductor Corp,TRANS NPN 40V 0.5A TO-92,8056,0,"0.43000","0","1","Bulk","-","Active","NPN","500mA","40V","300mV @ 3mA, 50mA","30nA","180 @ 2mA, 4.5V","625mW","-","-65°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=2N5086.PDF,//media.digikey.com/Renders/Central%20Semiconductor%20Corp/TO-92.jpg,2N5087CS-ND,2N5087,Central Semiconductor Corp,TRANS PNP 50V 0.05A TO-92,7239,0,"0.43000","0","1","Bulk","-","Active","PNP","50mA","50V","300mV @ 1mA, 10mA","50nA (ICBO)","250 @ 100µA, 5V","625mW","40MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=2N5088 SERIES.PDF,//media.digikey.com/Renders/Central%20Semiconductor%20Corp/TO-92.jpg,2N5089-ND,2N5089,Central Semiconductor Corp,TRANS NPN 25V 0.05A TO-92,5573,0,"0.43000","0","1","Bulk","-","Active","NPN","50mA","25V","500mV @ 1mA, 10mA","50nA (ICBO)","400 @ 100µA, 5V","625mW","50MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA)","TO-92"
https://www.fairchildsemi.com/datasheets/BD/BD135.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MJE350STU.JPG,BD13516SFS-ND,BD13516S,Fairchild Semiconductor,TRANS NPN 45V 1.5A TO-126,2051,4000,"0.43000","0","1","Bulk","-","Active","NPN","1.5A","45V","500mV @ 50mA, 500mA","100nA (ICBO)","100 @ 150mA, 2V","1.25W","-","150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-126"
https://www.fairchildsemi.com/datasheets/MJ/MJE180.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MJE350STU.JPG,MJE182STU-ND,MJE182STU,Fairchild Semiconductor,TRANS NPN 80V 3A TO-126,1900,0,"0.43000","0","1","Tube","-","Active","NPN","3A","80V","1.7V @ 600mA, 3A","100nA (ICBO)","50 @ 100mA, 1V","1.5W","50MHz","150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-126-3"
//media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SB906.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-252-3.jpg,2SB906-Y(TE16L1NQTR-ND,"2SB906-Y(TE16L1,NQ",Toshiba Semiconductor and Storage,TRANS PNP 60V 3A PW-MOLD,2000,0,"0.43540","0","2000","Tape & Reel (TR)","-","Active","PNP","3A","60V","1.7V @ 300mA, 3A","100µA (ICBO)","100 @ 500mA, 5V","1W","9MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","PW-MOLD"
