Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
http://www.semicon.sanken-ele.co.jp/sk_content/2sd2081_ds_en.pdf,//media.digikey.com/photos/Sanken%20Photos/TO-220-3%20Full%20Pack%20DIODE%20SCHOTTKY.jpg,2SD2081-ND,2SD2081,Sanken,TRANS NPN DARL 120V 10A TO220F,4942,0,"1.64000","0","1","Bulk","-","Active","NPN - Darlington","10A","120V","1.5V @ 5mA, 5A","10µA (ICBO)","2000 @ 5A, 4V","30W","60MHz","150°C (TJ)","Through Hole","TO-220-3 Full Pack","TO-220F"
http://www.semicon.sanken-ele.co.jp/sk_content/2sa1725_ds_en.pdf,//media.digikey.com/photos/Sanken%20Photos/TO-220-3%20Full%20Pack%20DIODE%20SCHOTTKY.jpg,2SA1725-ND,2SA1725,Sanken,TRANS PNP 80V 6A TO220F,1501,0,"1.67000","0","1","Bulk","-","Active","PNP","6A","80V","500mV @ 200mA, 2A","10µA (ICBO)","50 @ 2A, 4V","30W","20MHz","150°C (TJ)","Through Hole","TO-220-3 Full Pack","TO-220F"
http://www.onsemi.com/pub_link/Collateral/TIP3055-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-247-3.jpg,TIP2955GOS-ND,TIP2955G,ON Semiconductor,TRANS PNP 60V 15A TO247,2137,5880,"1.71000","0","1","Tube","-","Active","PNP","15A","60V","3V @ 3.3A, 10A","700µA","20 @ 4A, 4V","90W","2.5MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-247-3","TO-247"
http://www.st.com/web/en/resource/technical/document/datasheet/CD00219617.pdf,//media.digikey.com/photos/STMicro%20Photos/t820t-6i.JPG,497-12455-5-ND,BUL743,STMicroelectronics,TRANS NPN 500V 12A TO-220,1819,0,"1.71000","0","1","Tube","-","Active","NPN","12A","500V","1.5V @ 2.5A, 10A","250µA","24 @ 2A, 3V","100W","-","150°C (TJ)","Through Hole","TO-220-3","TO-220"
http://www.semicon.sanken-ele.co.jp/sk_content/2sc4511_ds_en.pdf,//media.digikey.com/photos/Sanken%20Photos/TO-220-3%20Full%20Pack%20DIODE%20SCHOTTKY.jpg,2SC4511-ND,2SC4511,Sanken,TRANS NPN 80V 6A TO220F,2385,0,"1.74000","0","1","Bulk","-","Active","NPN","6A","80V","500mV @ 200mA, 2A","10µA (ICBO)","50 @ 2A, 4V","30W","20MHz","150°C (TJ)","Through Hole","TO-220-3 Full Pack","TO-220F"
https://www.fairchildsemi.com/datasheets/FJ/FJP1943.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/TO-220-3.jpg,FJP1943RTU-ND,FJP1943RTU,Fairchild Semiconductor,TRANS PNP 230V 15A TO-220AB,2008,1000,"1.74000","0","1","Tube","-","Active","PNP","15A","230V","3V @ 800mA, 8A","5µA (ICBO)","55 @ 1A, 5V","80W","30MHz","-50°C ~ 150°C (TJ)","Through Hole","TO-220-3","TO-220-3"
http://www.semicon.sanken-ele.co.jp/sk_content/2sc4153_ds_en.pdf,//media.digikey.com/photos/Sanken%20Photos/TO-220-3%20Full%20Pack%20DIODE%20SCHOTTKY.jpg,2SC4153-ND,2SC4153,Sanken,TRANS NPN 120V 7A TO220F,3370,0,"1.77000","0","1","Bulk","-","Active","NPN","7A","120V","500mV @ 300mA, 3A","100µA (ICBO)","70 @ 3A, 4V","30W","30MHz","150°C (TJ)","Through Hole","TO-220-3 Full Pack","TO-220F"
http://www.semicon.sanken-ele.co.jp/sk_content/2sc4024_ds_en.pdf,//media.digikey.com/photos/Sanken%20Photos/TO-220-3%20Full%20Pack%20DIODE%20SCHOTTKY.jpg,2SC4024-ND,2SC4024,Sanken,TRANS NPN 50V 10A TO220F,3389,0,"1.83000","0","1","Bulk","-","Active","NPN","10A","50V","500mV @ 100mA, 5A","10µA (ICBO)","300 @ 1A, 4V","35W","24MHz","150°C (TJ)","Through Hole","TO-220-3 Full Pack","TO-220F"
http://www.semicon.sanken-ele.co.jp/sk_content/2sb1259_ds_en.pdf,//media.digikey.com/photos/Sanken%20Photos/TO-220-3%20Full%20Pack%20DIODE%20SCHOTTKY.jpg,2SB1259-ND,2SB1259,Sanken,TRANS PNP DARL 120V 10A TO220F,1110,0,"1.83000","0","1","Bulk","-","Active","PNP - Darlington","10A","120V","1.5V @ 10mA, 5A","10µA (ICBO)","2000 @ 5A, 4V","30W","100MHz","150°C (TJ)","Through Hole","TO-220-3 Full Pack","TO-220F"
http://www.onsemi.com/pub_link/Collateral/TIP140-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-247-3.jpg,TIP141GOS-ND,TIP141G,ON Semiconductor,TRANS NPN DARL 80V 10A TO247,1325,3030,"1.87000","0","1","Tube","-","Active","NPN - Darlington","10A","80V","3V @ 40mA, 10A","2mA","1000 @ 5A, 4V","125W","-","-65°C ~ 150°C (TJ)","Through Hole","TO-247-3","TO-247"
http://www.onsemi.com/pub_link/Collateral/TIP140-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-247-3.jpg,TIP147GOS-ND,TIP147G,ON Semiconductor,TRANS PNP DARL 100V 10A TO247,1041,5670,"1.87000","0","1","Tube","-","Active","PNP - Darlington","10A","100V","3V @ 40mA, 10A","2mA","1000 @ 5A, 4V","125W","-","-65°C ~ 150°C (TJ)","Through Hole","TO-247-3","TO-247"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=2N2369A.PDF,//media.digikey.com/Photos/Central%20Semiconductor%20Corp/TO-206AA%20TO-18-3.JPG,2N2369ACS-ND,2N2369A,Central Semiconductor Corp,TRANS NPN 15V 0.2A TO-18,3238,0,"1.89000","0","1","Bulk","-","Active","NPN","200mA","15V","500mV @ 10mA, 100mA","400nA (ICBO)","40 @ 10mA, 350mV","360mW","500MHz","-65°C ~ 200°C (TJ)","Through Hole","TO-206AA, TO-18-3 Metal Can","TO-18"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=2N2484.PDF,//media.digikey.com/Photos/Central%20Semiconductor%20Corp/TO-206AA%20TO-18-3.JPG,2N2484CS-ND,2N2484,Central Semiconductor Corp,TRANS NPN 60V 0.05A TO-18,994,0,"1.89000","0","1","Bulk","-","Active","NPN","50mA","60V","350mV @ 100µA, 1mA","2nA","100 @ 10µA, 5V","360mW","60MHz","-65°C ~ 200°C (TJ)","Through Hole","TO-206AA, TO-18-3 Metal Can","TO-18"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=2N4036.PDF,//media.digikey.com/Photos/Central%20Semiconductor%20Corp/TO-205AD%20TO-39-3.JPG,2N4036CS-ND,2N4036,Central Semiconductor Corp,TRANS PNP 65V 1A TO-39,1800,0,"2.01000","0","1","Bulk","-","Active","PNP","1A","65V","650mV @ 15mA, 150mA","1µA (ICBO)","40 @ 150mA, 10V","1W","60MHz","-65°C ~ 200°C (TJ)","Through Hole","TO-205AD, TO-39-3 Metal Can","TO-39"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=BC107.PDF,//media.digikey.com/Photos/Central%20Semiconductor%20Corp/TO-206AA%20TO-18-3.JPG,BC107CS-ND,BC107,Central Semiconductor Corp,TRANS NPN 45V 0.2A TO-18,1582,0,"2.01000","0","1","Bulk","-","Active","NPN","200mA","45V","600mV @ 5mA, 100mA","15nA (ICBO)","110 @ 2mA, 5V","600mW","150MHz","-65°C ~ 200°C (TJ)","Through Hole","TO-206AA, TO-18-3 Metal Can","TO-18"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=2N3053.PDF,//media.digikey.com/Photos/Central%20Semiconductor%20Corp/TO-205AD%20TO-39-3.JPG,2N3053-ND,2N3053,Central Semiconductor Corp,TRANS NPN 40V 0.7A TO-39,1534,0,"2.01000","0","1","Bulk","-","Active","NPN","700mA","40V","1.4V @ 15mA, 150mA","-","50 @ 150mA, 10V","5W","100MHz","-65°C ~ 200°C (TJ)","Through Hole","TO-205AD, TO-39-3 Metal Can","TO-39"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=2N1711.PDF,//media.digikey.com/Photos/Central%20Semiconductor%20Corp/TO-205AD%20TO-39-3.JPG,2N1711CS-ND,2N1711,Central Semiconductor Corp,TRANS NPN 50V 0.5A TO-39,1334,0,"2.01000","0","1","Tube","-","Active","NPN","500mA","50V","1.5V @ 15mA, 150mA","10nA (ICBO)","100 @ 150mA, 10V","800mW","70MHz","-65°C ~ 200°C (TJ)","Through Hole","TO-205AD, TO-39-3 Metal Can","TO-39"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=2N2102.PDF,//media.digikey.com/Photos/Central%20Semiconductor%20Corp/TO-205AD%20TO-39-3.JPG,2N2102CS-ND,2N2102,Central Semiconductor Corp,TRANS NPN 65V 1A TO-39,1270,0,"2.01000","0","1","Bulk","-","Active","NPN","1A","65V","-","2nA (ICBO)","40 @ 150mA, 10V","1W","60MHz","-65°C ~ 200°C (TJ)","Through Hole","TO-205AD, TO-39-3 Metal Can","TO-39"
https://www.fairchildsemi.com/datasheets/FJ/FJA4313.pdf,"//media.digikey.com/Renders/On%20Semi%20Renders/TO-3P-3,TO-247-3.jpg",2SC5242OTU-ND,2SC5242OTU,Fairchild Semiconductor,TRANS NPN 250V 17A TO-3P,5600,0,"2.22000","0","1","Tube","-","Active","NPN","17A","250V","3V @ 800mA, 8A","5µA (ICBO)","80 @ 1A, 5V","130W","30MHz","-55°C ~ 150°C (TJ)","Through Hole","TO-3P-3, SC-65-3","TO-3P"
http://www.st.com/content/ccc/resource/technical/document/datasheet/61/17/89/c9/95/8a/47/ef/CD00072606.pdf/files/CD00072606.pdf/jcr:content/translations/en.CD00072606.pdf,//media.digikey.com/Renders/STMicro%20Renders/TO-247-3.jpg,497-4634-5-ND,TIP36CW,STMicroelectronics,TRANS PNP 100V 25A TO-247,1721,0,"2.23000","0","1","Tube","-","Active","PNP","25A","100V","4V @ 5A, 25A","1mA","10 @ 15A, 4V","125W","3MHz","150°C (TJ)","Through Hole","TO-247-3","TO-247-3"
http://www.semicon.sanken-ele.co.jp/sk_content/2sc4467_ds_en.pdf,"//media.digikey.com/Renders/Sanken%20Renders/TO-3P-3,%20SC-65-3.jpg",2SC4467-ND,2SC4467,Sanken,TRANS NPN 120V 8A TO3P,2591,0,"2.48000","0","1","Bulk","-","Active","NPN","8A","120V","1.5V @ 300mA, 3A","10µA (ICBO)","50 @ 3A, 4V","80W","20MHz","150°C (TJ)","Through Hole","TO-3P-3, SC-65-3","TO-3P"
http://www.onsemi.com/pub_link/Collateral/NJW3281-D.PDF,"//media.digikey.com/Renders/On%20Semi%20Renders/TO-3P-3,TO-247-3.jpg",NJW3281GOS-ND,NJW3281G,ON Semiconductor,TRANS NPN 250V 15A TO-3P,1774,0,"2.51000","0","1","Tube","-","Active","NPN","15A","250V","600mV @ 800mA, 8A","50µA (ICBO)","75 @ 3A, 5V","200W","30MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-3P-3, SC-65-3","TO-3P"
http://www.st.com/content/ccc/resource/technical/document/datasheet/32/d1/0c/67/fa/9e/4c/53/CD00267414.pdf/files/CD00267414.pdf/jcr:content/translations/en.CD00267414.pdf,//media.digikey.com/Renders/STMicro%20Renders/TO-247-3.jpg,497-11084-5-ND,2STW100,STMicroelectronics,TRANS NPN DARL 80V 25A TO-247,1105,0,"2.63000","0","1","Tube","-","Active","NPN - Darlington","25A","80V","3.5V @ 80mA, 20A","500µA","500 @ 10A, 3V","130W","-","150°C (TJ)","Through Hole","TO-247-3","TO-247-3"
http://www.onsemi.com/pub_link/Collateral/2N3055-D.PDF,"//media.digikey.com/photos/On%20Semi%20Photos/488-TO-3,TO-204AA,SIDE.jpg",MJ2955GOS-ND,MJ2955G,ON Semiconductor,TRANS PNP 60V 15A TO-3,239,4800,"2.66000","0","1","Tray","-","Active","PNP","15A","60V","3V @ 3.3A, 10A","700µA","20 @ 4A, 4V","115W","2.5MHz","-65°C ~ 200°C (TJ)","Through Hole","TO-204AA, TO-3","TO-3"
http://www.st.com/web/en/resource/technical/document/datasheet/CD00153828.pdf,//media.digikey.com/Renders/STMicro%20Renders/TO-247-3.jpg,497-7196-5-ND,BU508AW,STMicroelectronics,TRANS NPN 700V 8A TO-247,680,0,"2.67000","0","1","Tube","-","Active","NPN","8A","700V","1V @ 1.6A, 4.5A","200µA","10 @ 100mA, 5V","125W","-","150°C (TJ)","Through Hole","TO-247-3","TO-247-3"
http://www.st.com/content/ccc/resource/technical/document/datasheet/34/25/b2/74/7a/ea/4f/32/CD00244261.pdf/files/CD00244261.pdf/jcr:content/translations/en.CD00244261.pdf,//media.digikey.com/photos/STMicro%20Photos/t820t-6i.JPG,497-10558-5-ND,BUL416T,STMicroelectronics,TRANS NPN 800V 6A TO-220,1524,0,"2.76000","0","1","Tube","-","Active","NPN","6A","800V","1.5V @ 1.33A, 4A","250µA","18 @ 700mA, 5V","110W","-","150°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.semicon.sanken-ele.co.jp/sk_content/2sa1694_ds_en.pdf,//media.digikey.com/Renders/Sanken%20Renders/TO-3P-3%20Full%20Pack.jpg,2SA1694-ND,2SA1694,Sanken,TRANS PNP 120V 8A TO3P,1018,0,"2.79000","0","1","Bulk","-","Active","PNP","8A","120V","1.5V @ 300mA, 3A","10µA (ICBO)","50 @ 3A, 4V","80W","20MHz","150°C (TJ)","Through Hole","TO-3P-3 Full Pack","TO-3P"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=2N5320-5323.PDF,//media.digikey.com/Photos/Central%20Semiconductor%20Corp/TO-205AD%20TO-39-3.JPG,2N5322CS-ND,2N5322,Central Semiconductor Corp,TRANS PNP 75V 2A TO-39,443,0,"2.81000","0","1","Bulk","-","Active","PNP","2A","75V","700mV @ 50mA, 500mA","500nA (ICBO)","30 @ 500mA, 4V","10W","50MHz","-65°C ~ 200°C (TJ)","Through Hole","TO-205AD, TO-39-3 Metal Can","TO-39"
http://www.semicon.sanken-ele.co.jp/sk_content/2sd2390_ds_en.pdf,"//media.digikey.com/Renders/Sanken%20Renders/TO-3P-3,%20SC-65-3.jpg",2SD2390-ND,2SD2390,Sanken,TRANS NPN DARL 150V 10A TO-3P,1130,0,"2.83000","0","1","Bulk","-","Active","NPN - Darlington","10A","150V","2.5V @ 7mA, 7A","100µA (ICBO)","5000 @ 7A, 4V","100W","55MHz","150°C (TJ)","Through Hole","TO-3P-3, SC-65-3","TO-3P"
http://www.semicon.sanken-ele.co.jp/sk_content/2sc4468_ds_en.pdf,"//media.digikey.com/Renders/Sanken%20Renders/TO-3P-3,%20SC-65-3.jpg",2SC4468-ND,2SC4468,Sanken,TRANS NPN 140V 10A TO3P,1063,0,"2.88000","0","1","Bulk","-","Active","NPN","10A","140V","500mV @ 500mA, 5A","10µA (ICBO)","50 @ 3A, 4V","100W","20MHz","150°C (TJ)","Through Hole","TO-3P-3, SC-65-3","TO-3P"
http://www.semicon.sanken-ele.co.jp/sk_content/2sc2837_ds_en.pdf,"//media.digikey.com/Renders/Sanken%20Renders/TO-3P-3,%20SC-65-3.jpg",2SC2837-ND,2SC2837,Sanken,TRANS NPN 150V 10A TO-3P,1052,0,"2.91000","0","1","Bulk","-","Active","NPN","10A","150V","2V @ 500mA, 5A","100µA (ICBO)","50 @ 3V, 4V","100W","70MHz","150°C (TJ)","Through Hole","TO-3P-3, SC-65-3","TO-3P"
http://www.st.com/content/ccc/resource/technical/document/datasheet/2d/82/a7/66/ea/d0/47/c4/CD00000005.pdf/files/CD00000005.pdf/jcr:content/translations/en.CD00000005.pdf,//media.digikey.com/Renders/STMicro%20Renders/TO-247-3.jpg,497-3128-5-ND,BU931P,STMicroelectronics,TRANS NPN DARL 400V 15A TO-247-3,1069,0,"2.94000","0","1","Tube","-","Active","NPN - Darlington","15A","400V","1.8V @ 250mA, 10A","100µA","300 @ 5A, 10V","135W","-","175°C (TJ)","Through Hole","TO-247-3","TO-247-3"
http://www.semicon.sanken-ele.co.jp/sk_content/2sa1186_ds_en.pdf,//media.digikey.com/Renders/Sanken%20Renders/TO-3P-3%20Full%20Pack.jpg,2SA1186-ND,2SA1186,Sanken,TRANS PNP 150V 10A MT-100 TO-3P,874,0,"2.94000","0","1","Bulk","-","Active","PNP","10A","150V","2V @ 500mA, 5A","100µA (ICBO)","50 @ 3A, 4V","100W","60MHz","150°C (TJ)","Through Hole","TO-3P-3 Full Pack","TO-3P"
http://toshiba.semicon-storage.com/info/docget.jsp?did=20429&prodName=2SA1962,"//media.digikey.com/Renders/On%20Semi%20Renders/TO-3P-3,TO-247-3.jpg",2SA1962-OQ-ND,2SA1962-O(Q),Toshiba Semiconductor and Storage,TRANS PNP 230V 15A TO-3PN,425,0,"3.08000","0","1","Tube","-","Active","PNP","15A","230V","3V @ 800mA, 8A","5µA (ICBO)","80 @ 1A, 5V","130W","30MHz","150°C (TJ)","Through Hole","TO-3P-3, SC-65-3","TO-3P(N)"
http://www.semicon.sanken-ele.co.jp/sk_content/2sa1695_ds_en.pdf,//media.digikey.com/Renders/Sanken%20Renders/TO-3P-3%20Full%20Pack.jpg,2SA1695-ND,2SA1695,Sanken,TRANS PNP 140V 10A TO3P,1144,0,"3.14000","0","1","Bulk","-","Active","PNP","10A","140V","500mV @ 500mA, 5A","10µA (ICBO)","50 @ 3A, 4V","100W","20MHz","150°C (TJ)","Through Hole","TO-3P-3 Full Pack","TO-3P"
https://www.centralsemi.com/get_document.php?cmp=1&mergetype=pd&mergepath=pd&pdf_id=2N3963-3964.PDF,//media.digikey.com/Photos/Central%20Semiconductor%20Corp/TO-206AA%20TO-18-3.JPG,2N3964-ND,2N3964,Central Semiconductor Corp,TRANS PNP 45V 0.2A TO-18,1786,0,"3.19000","0","1","Bulk","-","Active","PNP","200mA","45V","400mV @ 5mA, 50mA","10nA","250 @ 1mA, 5V","360mW","50MHz","-65°C ~ 200°C (TJ)","Through Hole","TO-206AA, TO-18-3 Metal Can","TO-18"
http://www.semicon.sanken-ele.co.jp/sk_content/2sb1560_ds_en.pdf,//media.digikey.com/photos/Sanken%20Photos/2SB1560.jpg,2SB1560-ND,2SB1560,Sanken,TRANS PNP DARL 150V 10A TO-3P,1484,0,"3.19000","0","1","Bulk","-","Active","PNP - Darlington","10A","150V","2.5V @ 7mA, 7A","100µA (ICBO)","5000 @ 7A, 4V","100W","50MHz","150°C (TJ)","Through Hole","TO-3P-3, SC-65-3","TO-3P"
http://www.onsemi.com/pub_link/Collateral/MJW3281A-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-247-3.jpg,MJW1302AGOS-ND,MJW1302AG,ON Semiconductor,TRANS PNP 230V 15A TO247,1007,0,"3.20000","0","1","Tube","-","Active","PNP","15A","230V","2V @ 1A, 10A","50µA (ICBO)","50 @ 7A, 5V","200W","30MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-247-3","TO-247"
http://www.st.com/content/ccc/resource/technical/document/datasheet/34/7a/29/f6/d1/3e/4c/58/CD00001247.pdf/files/CD00001247.pdf/jcr:content/translations/en.CD00001247.pdf,//media.digikey.com/photos/STMicro%20Photos/t820t-6i.JPG,497-2740-5-ND,BU941ZT,STMicroelectronics,TRANS NPN DARL 350V 15A TO-220,954,0,"3.25000","0","1","Tube","-","Active","NPN - Darlington","15A","350V","1.8V @ 250mA, 10A","100µA","300 @ 5A, 10V","150W","-","175°C (TJ)","Through Hole","TO-220-3","TO-220AB"
http://www.ti.com/lit/ds/symlink/lm395.pdf,//media.digikey.com/Renders/Texas%20Instr%20Renders/TO-220-3.jpg,LM395T/NOPB-ND,LM395T/NOPB,Texas Instruments,TRANS NPN 36V 2.2A TO220-3,1518,0,"3.31000","0","1","Tube","-","Active","NPN","2.2A","36V","-","-","-","-","-","0°C ~ 125°C (TA)","Through Hole","TO-220-3","TO-220-3"
http://www.onsemi.com/pub_link/Collateral/MJL3281A-D.PDF,//media.digikey.com/photos/On%20Semi%20Photos/488-TO-264.jpg,MJL1302AGOS-ND,MJL1302AG,ON Semiconductor,TRANS PNP 260V 15A TO264,2703,0,"3.50000","0","1","Tube","-","Active","PNP","15A","260V","3V @ 1A, 10A","50µA (ICBO)","75 @ 5A, 5V","200W","30MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-264-3, TO-264AA","TO-264"
http://www.semicon.sanken-ele.co.jp/sk_content/2sd2560_ds_en.pdf,"//media.digikey.com/Renders/Sanken%20Renders/TO-3P-3,%20SC-65-3.jpg",2SD2560-ND,2SD2560,Sanken,TRANS NPN DARL 150V 15A TO-3P,1844,0,"3.50000","0","1","Bulk","-","Active","NPN - Darlington","15A","150V","2.5V @ 10mA, 10A","100µA (ICBO)","5000 @ 10A, 4V","130W","70MHz","150°C (TJ)","Through Hole","TO-3P-3, SC-65-3","TO-3P"
http://www.semicon.sanken-ele.co.jp/sk_content/2sa1746_ds_en.pdf,//media.digikey.com/Renders/Sanken%20Renders/TO-3P-3%20Full%20Pack.jpg,2SA1746-ND,2SA1746,Sanken,TRANS PNP 50V 12A TO3PF,1031,0,"3.50000","0","1","Bulk","-","Active","PNP","12A","50V","500mV @ 80mA, 5A","10µA (ICBO)","50 @ 5A, 1V","60W","25MHz","150°C (TJ)","Through Hole","TO-3P-3 Full Pack","TO-3PF"
http://www.semicon.sanken-ele.co.jp/sk_content/2sc4140_ds_en.pdf,"//media.digikey.com/Renders/Sanken%20Renders/TO-3P-3,%20SC-65-3.jpg",2SC4140-ND,2SC4140,Sanken,TRANS NPN 400V 18A TO3P,1953,0,"3.64000","0","1","Bulk","-","Active","NPN","18A","400V","500mV @ 2A, 10A","100µA (ICBO)","10 @ 10A, 4V","130W","10MHz","150°C (TJ)","Through Hole","TO-3P-3, SC-65-3","TO-3P"
http://www.semicon.sanken-ele.co.jp/sk_content/2sd2083_ds_en.pdf,"//media.digikey.com/Renders/Sanken%20Renders/TO-3P-3,%20SC-65-3.jpg",2SD2083-ND,2SD2083,Sanken,TRANS NPN DARL 120V 25A TO-3P,2715,0,"3.70000","0","1","Bulk","-","Active","NPN - Darlington","25A","120V","1.8V @ 24mA, 12A","10µA (ICBO)","2000 @ 12A, 4V","120W","20MHz","150°C (TJ)","Through Hole","TO-3P-3, SC-65-3","TO-3P"
http://www.onsemi.com/pub_link/Collateral/MJ802-D.PDF,"//media.digikey.com/photos/On%20Semi%20Photos/488-TO-3,TO-204AA,SIDE.jpg",MJ802GOS-ND,MJ802G,ON Semiconductor,TRANS NPN 90V 30A TO3,1310,4700,"3.72000","0","1","Tray","-","Active","NPN","30A","90V","800mV @ 750mA, 7.5A","1mA (ICBO)","25 @ 7.5A, 2V","200W","2MHz","-65°C ~ 200°C (TJ)","Through Hole","TO-204AA, TO-3","TO-3"
http://www.onsemi.com/pub_link/Collateral/2N3771-D.PDF,"//media.digikey.com/photos/On%20Semi%20Photos/488-TO-3,TO-204AA,SIDE.jpg",2N3771GOS-ND,2N3771G,ON Semiconductor,TRANS NPN 40V 30A TO-3,927,0,"3.72000","0","1","Tray","-","Active","NPN","30A","40V","4V @ 6A, 30A","10mA","15 @ 15A, 4V","150W","200kHz","-65°C ~ 200°C (TJ)","Through Hole","TO-204AA, TO-3","TO-3"
http://www.semicon.sanken-ele.co.jp/sk_content/2sc4131_ds_en.pdf,//media.digikey.com/Renders/Sanken%20Renders/TO-3P-3%20Full%20Pack.jpg,2SC4131-ND,2SC4131,Sanken,TRANS NPN 50V 15A TO3PF,544,0,"3.72000","0","1","Bulk","-","Active","NPN","15A","50V","500mV @ 80mA, 400mA","10µA (ICBO)","60 @ 5A, 1V","60W","18MHz","150°C (TJ)","Through Hole","TO-3P-3 Full Pack","TO-3PF"
http://www.onsemi.com/pub_link/Collateral/2N5883-D.PDF,"//media.digikey.com/photos/On%20Semi%20Photos/488-TO-3,TO-204AA,SIDE.jpg",2N5886GOS-ND,2N5886G,ON Semiconductor,TRANS NPN 80V 25A TO3,280,0,"3.72000","0","1","Tray","-","Active","NPN","25A","80V","4V @ 6.25A, 25A","2mA","20 @ 10A, 4V","200W","4MHz","-65°C ~ 200°C (TJ)","Through Hole","TO-204AA, TO-3","TO-3"
http://www.onsemi.com/pub_link/Collateral/2N3773-D.PDF,"//media.digikey.com/photos/On%20Semi%20Photos/488-TO-3,TO-204AA,SIDE.jpg",2N3773GOS-ND,2N3773G,ON Semiconductor,TRANS NPN 140V 16A TO3,266,0,"3.72000","0","1","Tray","-","Active","NPN","16A","140V","1.4V @ 800mA, 8A","10mA","15 @ 8A, 4V","150W","-","-65°C ~ 200°C (TJ)","Through Hole","TO-204AA, TO-3","TO-3"
http://www.onsemi.com/pub_link/Collateral/2N5883-D.PDF,"//media.digikey.com/photos/On%20Semi%20Photos/488-TO-3,TO-204AA,SIDE.jpg",2N5885GOS-ND,2N5885G,ON Semiconductor,TRANS NPN 60V 25A TO3,253,1300,"3.72000","0","1","Tray","-","Active","NPN","25A","60V","4V @ 6.25A, 25A","2mA","20 @ 10A, 4V","200W","4MHz","-65°C ~ 200°C (TJ)","Through Hole","TO-204AA, TO-3","TO-3"
http://www.semicon.sanken-ele.co.jp/sk_content/2sc3856_ds_en.pdf,"//media.digikey.com/Renders/Sanken%20Renders/TO-3P-3,%20SC-65-3.jpg",2SC3856-ND,2SC3856,Sanken,TRANS NPN 180V 15A TO-3P,1345,0,"3.75000","0","1","Bulk","-","Active","NPN","15A","180V","2V @ 500mA, 5A","100µA (ICBO)","50 @ 3A, 4V","130W","20MHz","150°C (TJ)","Through Hole","TO-3P-3, SC-65-3","TO-3P"
http://www.onsemi.com/pub_link/Collateral/MJH11017-D.PDF,//media.digikey.com/Renders/On%20Semi%20Renders/TO-247-3.jpg,MJH11020GOS-ND,MJH11020G,ON Semiconductor,TRANS NPN DARL 200V 15A TO247,433,0,"3.83000","0","1","Tube","-","Active","NPN - Darlington","15A","200V","4V @ 150mA, 15A","1mA","400 @ 10A, 5V","150W","3MHz","-65°C ~ 150°C (TJ)","Through Hole","TO-247-3","TO-247"
http://www.semicon.sanken-ele.co.jp/sk_content/2sc3519a_ds_en.pdf,"//media.digikey.com/Renders/Sanken%20Renders/TO-3P-3,%20SC-65-3.jpg",2SC3519A-ND,2SC3519A,Sanken,TRANS NPN 180V 15A TO-3P,854,0,"3.86000","0","1","Bulk","-","Active","NPN","15A","180V","2V @ 500mA, 5A","100µA (ICBO)","50 @ 5A, 4V","130W","50MHz","150°C (TJ)","Through Hole","TO-3P-3, SC-65-3","TO-3P"
http://www.semicon.sanken-ele.co.jp/sk_content/2sc3263_ds_en.pdf,"//media.digikey.com/Renders/Sanken%20Renders/TO-3P-3,%20SC-65-3.jpg",2SC3263-ND,2SC3263,Sanken,TRANS NPN 230V 15A TO-3P,899,0,"3.89000","0","1","Bulk","-","Active","NPN","15A","230V","2V @ 500mA, 5A","100µA (ICBO)","50 @ 5A, 4V","130W","60MHz","150°C (TJ)","Through Hole","TO-3P-3, SC-65-3","TO-3P"
