Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB1220G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SB1220GRLCT-ND,2SB1220GRL,Panasonic Electronic Components,TRANS PNP 150V 0.05A SMINI-3,5975,0,"0.42000","0","1","Cut Tape (CT)","-","Obsolete","PNP","50mA","150V","1V @ 3mA, 30mA","1µA (ICBO)","130 @ 10mA, 5V","150mW","200MHz","150°C (TJ)","Surface Mount","SC-85","SMini3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB1220G.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SB1220GRLDKR-ND,2SB1220GRL,Panasonic Electronic Components,TRANS PNP 150V 0.05A SMINI-3,5975,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","PNP","50mA","150V","1V @ 3mA, 30mA","1µA (ICBO)","130 @ 10mA, 5V","150mW","200MHz","150°C (TJ)","Surface Mount","SC-85","SMini3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB1220.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SB12200RLTR-ND,2SB12200RL,Panasonic Electronic Components,TRANS PNP 150V 0.05A SMINI-3,3000,0,"0.16303","0","3000","Tape & Reel (TR)","-","Obsolete","PNP","50mA","150V","1V @ 3mA, 30mA","1µA (ICBO)","130 @ 10mA, 5V","150mW","200MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SMini3-G1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB1220.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SB12200RLCT-ND,2SB12200RL,Panasonic Electronic Components,TRANS PNP 150V 0.05A SMINI-3,5979,0,"0.42000","0","1","Cut Tape (CT)","-","Obsolete","PNP","50mA","150V","1V @ 3mA, 30mA","1µA (ICBO)","130 @ 10mA, 5V","150mW","200MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SMini3-G1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB1220.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,2SB12200RLDKR-ND,2SB12200RL,Panasonic Electronic Components,TRANS PNP 150V 0.05A SMINI-3,5979,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","PNP","50mA","150V","1V @ 3mA, 30mA","1µA (ICBO)","130 @ 10mA, 5V","150mW","200MHz","150°C (TJ)","Surface Mount","SC-70, SOT-323","SMini3-G1"
http://www.diodes.com/_files/datasheets/DSS5540X.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,DSS5540X-13DITR-ND,DSS5540X-13,Diodes Incorporated,TRANS PNP 40V 4A SOT-89,2500,232500,"0.16476","0","2500","Tape & Reel (TR)","-","Active","PNP","4A","40V","375mV @ 500mA, 5A","100nA (ICBO)","150 @ 2A, 2V","900mW","60MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89"
http://www.diodes.com/_files/datasheets/DSS5540X.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,DSS5540X-13DICT-ND,DSS5540X-13,Diodes Incorporated,TRANS PNP 40V 4A SOT-89,4775,0,"0.48000","0","1","Cut Tape (CT)","-","Active","PNP","4A","40V","375mV @ 500mA, 5A","100nA (ICBO)","150 @ 2A, 2V","900mW","60MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89"
http://www.diodes.com/_files/datasheets/DSS5540X.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,DSS5540X-13DIDKR-ND,DSS5540X-13,Diodes Incorporated,TRANS PNP 40V 4A SOT-89,4775,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","4A","40V","375mV @ 500mA, 5A","100nA (ICBO)","150 @ 2A, 2V","900mW","60MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA1034,1035.pdf",//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,2SA10340SLTR-ND,2SA10340SL,Panasonic Electronic Components,TRANS PNP 35V 0.05A MINI-3,3000,0,"0.16517","0","3000","Tape & Reel (TR)","-","Obsolete","PNP","50mA","35V","600mV @ 10mA, 100mA","1µA","260 @ 2mA, 5V","200mW","200MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","Mini3-G1"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA1034,1035.pdf",//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,2SA10340SLCT-ND,2SA10340SL,Panasonic Electronic Components,TRANS PNP 35V 0.05A MINI-3,4528,0,"0.42000","0","1","Cut Tape (CT)","-","Obsolete","PNP","50mA","35V","600mV @ 10mA, 100mA","1µA","260 @ 2mA, 5V","200mW","200MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","Mini3-G1"
"//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA1034,1035.pdf",//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,2SA10340SLDKR-ND,2SA10340SL,Panasonic Electronic Components,TRANS PNP 35V 0.05A MINI-3,4528,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","PNP","50mA","35V","600mV @ 10mA, 100mA","1µA","260 @ 2mA, 5V","200mW","200MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","Mini3-G1"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group1/41/9e/d4/6d/d3/fc/46/13/CD00002129/files/CD00002129.pdf/jcr:content/translations/en.CD00002129.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;TO92-3-Formed;;3.jpg,497-12549-3-ND,STBV45G-AP,STMicroelectronics,TRANS NPN 400V 0.75A TO-92AP,4000,0,"0.16820","0","6000","Tape & Box (TB)","-","Obsolete","NPN","750mA","400V","1.5V @ 135mA, 400mA","250µA","5 @ 400mA, 5V","950mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92AP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group1/41/9e/d4/6d/d3/fc/46/13/CD00002129/files/CD00002129.pdf/jcr:content/translations/en.CD00002129.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;TO92-3-Formed;;3.jpg,497-12549-1-ND,STBV45G-AP,STMicroelectronics,TRANS NPN 400V 0.75A TO-92AP,5907,0,"0.52000","0","1","Cut Tape (CT)","-","Obsolete","NPN","750mA","400V","1.5V @ 135mA, 400mA","250µA","5 @ 400mA, 5V","950mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92AP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group1/41/9e/d4/6d/d3/fc/46/13/CD00002129/files/CD00002129.pdf/jcr:content/translations/en.CD00002129.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;TO92-3-Formed;;3.jpg,497-12548-3-ND,STBV45-AP,STMicroelectronics,TRANS NPN 400V 0.75A TO-92,2000,0,"0.16820","0","6000","Tape & Box (TB)","-","Obsolete","NPN","750mA","400V","1.5V @ 135mA, 400mA","250µA","5 @ 400mA, 5V","950mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92AP"
http://www.st.com/content/ccc/resource/technical/document/datasheet/group1/41/9e/d4/6d/d3/fc/46/13/CD00002129/files/CD00002129.pdf/jcr:content/translations/en.CD00002129.pdf,//media.digikey.com/Renders/STMicro%20Renders/497;TO92-3-Formed;;3.jpg,497-12548-1-ND,STBV45-AP,STMicroelectronics,TRANS NPN 400V 0.75A TO-92,1930,0,"0.52000","0","1","Cut Tape (CT)","-","Obsolete","NPN","750mA","400V","1.5V @ 135mA, 400mA","250µA","5 @ 400mA, 5V","950mW","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92AP"
http://www.diodes.com/_files/datasheets/ZXTN19020DZ.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,1034-ZXTN19020DZTR-ND,ZXTN19020DZTA,Diodes Incorporated,TRANS NPN 20V 7.5A SOT89,2000,0,"0.16915","0","1000","Tape & Reel (TR)","-","Active","NPN","7.5A","20V","200mV @ 375mA, 7.5A","50nA (ICBO)","300 @ 100mA, 2V","2.4W","160MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ZXTN19020DZ.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,1034-ZXTN19020DZCT-ND,ZXTN19020DZTA,Diodes Incorporated,TRANS NPN 20V 7.5A SOT89,2233,0,"0.45000","0","1","Cut Tape (CT)","-","Active","NPN","7.5A","20V","200mV @ 375mA, 7.5A","50nA (ICBO)","300 @ 100mA, 2V","2.4W","160MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ZXTN19020DZ.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,1034-ZXTN19020DZDKR-ND,ZXTN19020DZTA,Diodes Incorporated,TRANS NPN 20V 7.5A SOT89,2233,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","7.5A","20V","200mV @ 375mA, 7.5A","50nA (ICBO)","300 @ 100mA, 2V","2.4W","160MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.nxp.com/documents/data_sheet/BCW89.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT23;ARL,ASL;3.jpg",568-11106-1-ND,"BCW89,215",NXP USA Inc.,TRANS PNP 60V 0.1A SOT23,2252,0,"0.17000","0","1","Cut Tape (CT)","Automotive, AEC-Q101","Active","PNP","100mA","60V","150mV @ 2.5mA, 50mA","100nA (ICBO)","120 @ 2mA, 5V","250mW","150MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23 (TO-236AB)"
http://www.nxp.com/documents/data_sheet/BCW89.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT23;ARL,ASL;3.jpg",568-11106-6-ND,"BCW89,215",NXP USA Inc.,TRANS PNP 60V 0.1A SOT23,2252,0,"Calculate","0","1","Digi-Reel®","Automotive, AEC-Q101","Active","PNP","100mA","60V","150mV @ 2.5mA, 50mA","100nA (ICBO)","120 @ 2mA, 5V","250mW","150MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23 (TO-236AB)"
http://www.nxp.com/documents/data_sheet/BCV71_72.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT23;ARL,ASL;3.jpg",568-8016-2-ND,"BCV71,215",NXP USA Inc.,TRANS NPN 60V 0.1A SOT23,0,0,"0.03009","0","3000","Tape & Reel (TR)","Automotive, AEC-Q101","Active","NPN","100mA","60V","210mV @ 2.5mA, 50mA","100nA (ICBO)","110 @ 2mA, 5V","250mW","100MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23 (TO-236AB)"
http://www.nxp.com/documents/data_sheet/BCV71_72.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT23;ARL,ASL;3.jpg",568-8016-1-ND,"BCV71,215",NXP USA Inc.,TRANS NPN 60V 0.1A SOT23,1280,0,"0.17000","0","1","Cut Tape (CT)","-","Active","NPN","100mA","60V","210mV @ 2.5mA, 50mA","100nA (ICBO)","110 @ 2mA, 5V","250mW","100MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23 (TO-236AB)"
http://www.nxp.com/documents/data_sheet/BCV71_72.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT23;ARL,ASL;3.jpg",568-8016-6-ND,"BCV71,215",NXP USA Inc.,TRANS NPN 60V 0.1A SOT23,1280,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","100mA","60V","210mV @ 2.5mA, 50mA","100nA (ICBO)","110 @ 2mA, 5V","250mW","100MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23 (TO-236AB)"
http://www.nxp.com/documents/data_sheet/PBSS4032ND.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-74,%20SOT-457.jpg",568-5073-2-ND,"PBSS4032ND,115",NXP USA Inc.,TRANS NPN 30V 3.5A 6TSOP,3000,0,"0.17050","0","3000","Tape & Reel (TR)","-","Active","NPN","3.5A","30V","300mV @ 400mA, 4A","100nA","250 @ 2A, 2V","1W","135MHz","150°C (TJ)","Surface Mount","SC-74, SOT-457","6-TSOP"
http://www.nxp.com/documents/data_sheet/PBSS4032ND.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-74,%20SOT-457.jpg",568-5073-1-ND,"PBSS4032ND,115",NXP USA Inc.,TRANS NPN 30V 3.5A 6TSOP,3000,0,"0.50000","0","1","Cut Tape (CT)","-","Discontinued","NPN","3.5A","30V","300mV @ 400mA, 4A","100nA","250 @ 2A, 2V","1W","135MHz","150°C (TJ)","Surface Mount","SC-74, SOT-457","6-TSOP"
http://www.nxp.com/documents/data_sheet/PBSS4032ND.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SC-74,%20SOT-457.jpg",568-5073-6-ND,"PBSS4032ND,115",NXP USA Inc.,TRANS NPN 30V 3.5A 6TSOP,0,0,"Calculate","0","1","Digi-Reel®","-","Discontinued","NPN","3.5A","30V","300mV @ 400mA, 4A","100nA","250 @ 2A, 2V","1W","135MHz","150°C (TJ)","Surface Mount","SC-74, SOT-457","6-TSOP"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1996.pdf,//media.digikey.com/photos/Panasonic%20Photos/MT-1.jpg,2SD19960RATB-ND,2SD19960RA,Panasonic Electronic Components,TRANS NPN 20V 0.5A MT-1,2000,0,"0.17330","0","2000","Tape & Box (TB)","-","Obsolete","NPN","500mA","20V","400mV @ 20mA, 500mA","100nA (ICBO)","200 @ 500mA, 2V","600mW","200MHz","150°C (TJ)","Through Hole","3-SIP","MT-1-A1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1996.pdf,//media.digikey.com/photos/Panasonic%20Photos/MT-1.jpg,2SD19960RACT-ND,2SD19960RA,Panasonic Electronic Components,TRANS NPN 20V 0.5A MT-1,3152,0,"0.41000","0","1","Cut Tape (CT)","-","Obsolete","NPN","500mA","20V","400mV @ 20mA, 500mA","100nA (ICBO)","200 @ 500mA, 2V","600mW","200MHz","150°C (TJ)","Through Hole","3-SIP","MT-1-A1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1996.pdf,//media.digikey.com/photos/Panasonic%20Photos/MT-1.jpg,2SD19960SATB-ND,2SD19960SA,Panasonic Electronic Components,TRANS NPN 20V 0.5A MT-1,2000,0,"0.17330","0","2000","Tape & Box (TB)","-","Obsolete","NPN","500mA","20V","400mV @ 20mA, 500mA","100nA (ICBO)","300 @ 500mA, 2V","600mW","200MHz","150°C (TJ)","Through Hole","3-SIP","MT-1-A1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1996.pdf,//media.digikey.com/photos/Panasonic%20Photos/MT-1.jpg,2SD19960SACT-ND,2SD19960SA,Panasonic Electronic Components,TRANS NPN 20V 0.5A MT-1,3857,0,"0.41000","0","1","Cut Tape (CT)","-","Obsolete","NPN","500mA","20V","400mV @ 20mA, 500mA","100nA (ICBO)","300 @ 500mA, 2V","600mW","200MHz","150°C (TJ)","Through Hole","3-SIP","MT-1-A1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1996.pdf,//media.digikey.com/photos/Panasonic%20Photos/MT-1.jpg,2SD19960TATB-ND,2SD19960TA,Panasonic Electronic Components,TRANS NPN 20V 0.5A MT-1,2000,0,"0.17330","0","2000","Tape & Box (TB)","-","Obsolete","NPN","500mA","20V","400mV @ 20mA, 500mA","100nA (ICBO)","400 @ 500mA, 2V","600mW","200MHz","150°C (TJ)","Through Hole","3-SIP","MT-1-A1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD1996.pdf,//media.digikey.com/photos/Panasonic%20Photos/MT-1.jpg,2SD19960TACT-ND,2SD19960TA,Panasonic Electronic Components,TRANS NPN 20V 0.5A MT-1,3903,0,"0.41000","0","1","Cut Tape (CT)","-","Obsolete","NPN","500mA","20V","400mV @ 20mA, 500mA","100nA (ICBO)","400 @ 500mA, 2V","600mW","200MHz","150°C (TJ)","Through Hole","3-SIP","MT-1-A1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2010.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,2SA201000LTR-ND,2SA201000L,Panasonic Electronic Components,TRANS PNP 15V 2.5A MINI 3P,3000,0,"0.17559","0","3000","Tape & Reel (TR)","-","Obsolete","PNP","2.5A","15V","320mV @ 50mA, 2.5A","100nA (ICBO)","200 @ 100mA, 2V","600mW","180MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","Mini3-G1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2010.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,2SA201000LCT-ND,2SA201000L,Panasonic Electronic Components,TRANS PNP 15V 2.5A MINI 3P,5345,0,"0.45000","0","1","Cut Tape (CT)","-","Obsolete","PNP","2.5A","15V","320mV @ 50mA, 2.5A","100nA (ICBO)","200 @ 100mA, 2V","600mW","180MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","Mini3-G1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SA2010.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,2SA201000LDKR-ND,2SA201000L,Panasonic Electronic Components,TRANS PNP 15V 2.5A MINI 3P,5345,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","PNP","2.5A","15V","320mV @ 50mA, 2.5A","100nA (ICBO)","200 @ 100mA, 2V","600mW","180MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","Mini3-G1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD0592.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",2SD05920RATB-ND,2SD05920RA,Panasonic Electronic Components,TRANS NPN 25V 1A TO-92,3000,0,"0.17590","0","3000","Tape & Box (TB)","-","Obsolete","NPN","1A","25V","400mV @ 50mA, 500mA","100nA (ICBO)","120 @ 500mA, 10V","750mW","200MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-B1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD0592.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",2SD05920RACT-ND,2SD05920RA,Panasonic Electronic Components,TRANS NPN 25V 1A TO-92,4228,0,"0.45000","0","1","Cut Tape (CT)","-","Obsolete","NPN","1A","25V","400mV @ 50mA, 500mA","100nA (ICBO)","120 @ 500mA, 10V","750mW","200MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-B1"
http://www.st.com/content/ccc/resource/technical/document/datasheet/15/3a/dc/d8/2b/48/46/15/CD00003127.pdf/files/CD00003127.pdf/jcr:content/translations/en.CD00003127.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",497-12372-3-ND,STX83003-AP,STMicroelectronics,TRANS NPN 400V 1A TO-92,2000,0,"0.17980","0","6000","Tape & Box (TB)","-","Obsolete","NPN","1A","400V","1V @ 50mA, 350mA","1mA","16 @ 350mA, 5V","1.5W","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
http://www.st.com/content/ccc/resource/technical/document/datasheet/15/3a/dc/d8/2b/48/46/15/CD00003127.pdf/files/CD00003127.pdf/jcr:content/translations/en.CD00003127.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",497-12372-1-ND,STX83003-AP,STMicroelectronics,TRANS NPN 400V 1A TO-92,0,0,"Call","0","1","Cut Tape (CT)","-","Obsolete","NPN","1A","400V","1V @ 50mA, 350mA","1mA","16 @ 350mA, 5V","1.5W","-","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-3"
http://www.semicon.panasonic.co.jp/ds4/DSC5001_CED.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,DSC5001R0LTR-ND,DSC5001R0L,Panasonic Electronic Components,TRANS NPN 50V 0.1A SMINI3,0,0,"0.07056","0","3000","Tape & Reel (TR)","-","Active","NPN","100mA","50V","300mV @ 10mA, 100mA","100µA","210 @ 2mA, 10V","150mW","150MHz","150°C (TJ)","Surface Mount","SC-85","SMini3-F2-B"
http://www.semicon.panasonic.co.jp/ds4/DSC5001_CED.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,DSC5001R0LCT-ND,DSC5001R0L,Panasonic Electronic Components,TRANS NPN 50V 0.1A SMINI3,4053,0,"0.18000","0","1","Cut Tape (CT)","-","Active","NPN","100mA","50V","300mV @ 10mA, 100mA","100µA","210 @ 2mA, 10V","150mW","150MHz","150°C (TJ)","Surface Mount","SC-85","SMini3-F2-B"
http://www.semicon.panasonic.co.jp/ds4/DSC5001_CED.pdf,//media.digikey.com/Renders/Panasonic%20Renders/SMINI3-F1.jpg,DSC5001R0LDKR-ND,DSC5001R0L,Panasonic Electronic Components,TRANS NPN 50V 0.1A SMINI3,4053,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","100mA","50V","300mV @ 10mA, 100mA","100µA","210 @ 2mA, 10V","150mW","150MHz","150°C (TJ)","Surface Mount","SC-85","SMini3-F2-B"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sar522mt2l-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/SC-85.jpg,2SAR522UBTLTR-ND,2SAR522UBTL,Rohm Semiconductor,TRANS PNP 20V 0.2A UMT3FM,0,0,"0.03060","0","3000","Tape & Reel (TR)","-","Active","PNP","200mA","20V","300mV @ 10mA, 100mA","100nA (ICBO)","120 @ 1mA, 2V","200mW","350MHz","150°C (TJ)","Surface Mount","SC-85","UMT3F"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sar522mt2l-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/SC-85.jpg,2SAR522UBTLCT-ND,2SAR522UBTL,Rohm Semiconductor,TRANS PNP 20V 0.2A UMT3FM,2952,0,"0.18000","0","1","Cut Tape (CT)","-","Active","PNP","200mA","20V","300mV @ 10mA, 100mA","100nA (ICBO)","120 @ 1mA, 2V","200mW","350MHz","150°C (TJ)","Surface Mount","SC-85","UMT3F"
http://rohmfs.rohm.com/en/products/databook/datasheet/discrete/transistor/bipolar/2sar522mt2l-e.pdf,//media.digikey.com/Renders/Rohm%20Renders/SC-85.jpg,2SAR522UBTLDKR-ND,2SAR522UBTL,Rohm Semiconductor,TRANS PNP 20V 0.2A UMT3FM,2952,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","200mA","20V","300mV @ 10mA, 100mA","100nA (ICBO)","120 @ 1mA, 2V","200mW","350MHz","150°C (TJ)","Surface Mount","SC-85","UMT3F"
http://www.diodes.com/_files/datasheets/ds30106.pdf,"//media.digikey.com/Renders/Diodes%20Renders/TO-236-3,%20SC-59,%20SOT-23-3.jpg",MMBT4126-FDITR-ND,MMBT4126-7-F,Diodes Incorporated,TRANS PNP 25V 0.2A SMD SOT23-3,0,0,"0.03060","0","3000","Tape & Reel (TR)","-","Active","PNP","200mA","25V","400mV @ 5mA, 50mA","50nA (ICBO)","120 @ 2mA, 1V","300mW","250MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
http://www.diodes.com/_files/datasheets/ds30106.pdf,"//media.digikey.com/Renders/Diodes%20Renders/TO-236-3,%20SC-59,%20SOT-23-3.jpg",MMBT4126-FDICT-ND,MMBT4126-7-F,Diodes Incorporated,TRANS PNP 25V 0.2A SMD SOT23-3,2896,0,"0.18000","0","1","Cut Tape (CT)","-","Active","PNP","200mA","25V","400mV @ 5mA, 50mA","50nA (ICBO)","120 @ 2mA, 1V","300mW","250MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
http://www.diodes.com/_files/datasheets/ds30106.pdf,"//media.digikey.com/Renders/Diodes%20Renders/TO-236-3,%20SC-59,%20SOT-23-3.jpg",MMBT4126-FDIDKR-ND,MMBT4126-7-F,Diodes Incorporated,TRANS PNP 25V 0.2A SMD SOT23-3,2896,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","200mA","25V","400mV @ 5mA, 50mA","50nA (ICBO)","120 @ 2mA, 1V","300mW","250MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
https://www.fairchildsemi.com/datasheets/BC/BC846.pdf,//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/SOT-23-3%20PKG.jpg,BC848CMTFTR-ND,BC848CMTF,Fairchild Semiconductor,TRANS NPN 30V 0.1A SOT23,0,0,"0.03060","0","3000","Tape & Reel (TR)","-","Active","NPN","100mA","30V","600mV @ 5mA, 100mA","15nA (ICBO)","420 @ 2mA, 5V","310mW","300MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23-3"
