Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Packaging","Series","Part Status","Transistor Type","Current - Collector (Ic) (Max)","Voltage - Collector Emitter Breakdown (Max)","Resistor - Base (R1) (Ohms)","Vce Saturation (Max) @ Ib, Ic","Current - Collector Cutoff (Max)","Resistor - Emitter Base (R2) (Ohms)","DC Current Gain (hFE) (Min) @ Ic, Vce","Power - Max","Frequency - Transition","Operating Temperature","Mounting Type","Package / Case","Supplier Device Package"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD2413.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,2SD2413G0LCT-ND,2SD2413G0L,Panasonic Electronic Components,TRANS NPN 400V 0.1A MINIP-3,2919,0,"0.59000","0","1","Cut Tape (CT)","-","Obsolete","NPN","100mA","400V","1.5V @ 5mA, 50mA","-","30 @ 30mA, 5V","1W","40MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F2"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD2413.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,2SD2413G0LDKR-ND,2SD2413G0L,Panasonic Electronic Components,TRANS NPN 400V 0.1A MINIP-3,2919,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","NPN","100mA","400V","1.5V @ 5mA, 50mA","-","30 @ 30mA, 5V","1W","40MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F2"
https://www.fairchildsemi.com/datasheets/KS/KSH42C.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/TO-252-3.jpg,KSH42CTMTR-ND,KSH42CTM,Fairchild Semiconductor,TRANS PNP 100V 6A DPAK,0,2500,"0.20414","0","2500","Tape & Reel (TR)","-","Active","PNP","6A","100V","1.5V @ 600mA, 6A","10µA","15 @ 3A, 4V","20W","3MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","DPAK"
https://www.fairchildsemi.com/datasheets/KS/KSH42C.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/TO-252-3.jpg,KSH42CTMCT-ND,KSH42CTM,Fairchild Semiconductor,TRANS PNP 100V 6A DPAK,2793,2500,"0.59000","0","1","Cut Tape (CT)","-","Active","PNP","6A","100V","1.5V @ 600mA, 6A","10µA","15 @ 3A, 4V","20W","3MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","DPAK"
https://www.fairchildsemi.com/datasheets/KS/KSH42C.pdf,//media.digikey.com/Renders/Fairchild%20Semi%20Renders/TO-252-3.jpg,KSH42CTMDKR-ND,KSH42CTM,Fairchild Semiconductor,TRANS PNP 100V 6A DPAK,2793,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","6A","100V","1.5V @ 600mA, 6A","10µA","15 @ 3A, 4V","20W","3MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","DPAK"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB0976.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",2SB09760RATB-ND,2SB09760RA,Panasonic Electronic Components,TRANS PNP 18V 5A TO-92,0,0,"Call","0","3000","Tape & Box (TB)","-","Obsolete","PNP","5A","18V","1V @ 100mA, 3A","100nA (ICBO)","180 @ 2A, 2V","750mW","120MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-B1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB0976.pdf,"//media.digikey.com/Renders/~~Pkg.Case%20or%20Series/TO-92-3(StandardBody),TO-226_straightlead.jpg",2SB09760RACT-ND,2SB09760RA,Panasonic Electronic Components,TRANS PNP 18V 5A TO-92,2738,0,"0.59000","0","1","Cut Tape (CT)","-","Obsolete","PNP","5A","18V","1V @ 100mA, 3A","100nA (ICBO)","180 @ 2A, 2V","750mW","120MHz","150°C (TJ)","Through Hole","TO-226-3, TO-92-3 (TO-226AA) (Formed Leads)","TO-92-B1"
http://www.nxp.com/documents/data_sheet/BC817_BC817W_BC337.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT23;ARL,ASL;3.jpg",568-11963-1-ND,"BC817,235",NXP USA Inc.,TRANS NPN 45V 0.5A SOT23,9500,0,"0.14000","0","1","Cut Tape (CT)","-","Active","NPN","500mA","45V","700mV @ 50mA, 500mA","100nA (ICBO)","100 @ 100mA, 1V","250mW","100MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
http://www.nxp.com/documents/data_sheet/BC817_BC817W_BC337.pdf,"//media.digikey.com/Renders/NXP%20Semi%20Renders/568;SOT23;ARL,ASL;3.jpg",568-11963-6-ND,"BC817,235",NXP USA Inc.,TRANS NPN 45V 0.5A SOT23,9500,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","500mA","45V","700mV @ 50mA, 500mA","100nA (ICBO)","100 @ 100mA, 1V","250mW","100MHz","150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","TO-236AB"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD2413.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,2SD241300LTR-ND,2SD241300L,Panasonic Electronic Components,TRANS NPN 400V 0.1A MINI PWR,1000,0,"0.24843","0","1000","Tape & Reel (TR)","-","Obsolete","NPN","100mA","400V","1.5V @ 5mA, 50mA","-","30 @ 30mA, 5V","1W","40MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD2413.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,2SD241300LCT-ND,2SD241300L,Panasonic Electronic Components,TRANS NPN 400V 0.1A MINI PWR,2341,0,"0.59000","0","1","Cut Tape (CT)","-","Obsolete","NPN","100mA","400V","1.5V @ 5mA, 50mA","-","30 @ 30mA, 5V","1W","40MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SD2413.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,2SD241300LDKR-ND,2SD241300L,Panasonic Electronic Components,TRANS NPN 400V 0.1A MINI PWR,2341,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","NPN","100mA","400V","1.5V @ 5mA, 50mA","-","30 @ 30mA, 5V","1W","40MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F1"
http://www.diodes.com/_files/datasheets/ZXTN04120HFF.pdf,//media.digikey.com/renders/Zetex%20Renders/SOT-23-3%20Flat%20Leads%20PKG.jpg,ZXTN04120HFFTR-ND,ZXTN04120HFFTA,Diodes Incorporated,TRANS NPN DARL 120V 1A SOT23F-3,0,0,"0.20150","0","3000","Tape & Reel (TR)","-","Active","NPN - Darlington","1A","120V","1.5V @ 5mA, 2A","10µA","3000 @ 1A, 5V","1.5W","120MHz","-55°C ~ 150°C (TJ)","Surface Mount","SOT-23-3 Flat Leads","SOT-23F"
http://www.diodes.com/_files/datasheets/ZXTN04120HFF.pdf,//media.digikey.com/renders/Zetex%20Renders/SOT-23-3%20Flat%20Leads%20PKG.jpg,ZXTN04120HFFCT-ND,ZXTN04120HFFTA,Diodes Incorporated,TRANS NPN DARL 120V 1A SOT23F-3,2188,0,"0.59000","0","1","Cut Tape (CT)","-","Active","NPN - Darlington","1A","120V","1.5V @ 5mA, 2A","10µA","3000 @ 1A, 5V","1.5W","120MHz","-55°C ~ 150°C (TJ)","Surface Mount","SOT-23-3 Flat Leads","SOT-23F"
http://www.diodes.com/_files/datasheets/ZXTN04120HFF.pdf,//media.digikey.com/renders/Zetex%20Renders/SOT-23-3%20Flat%20Leads%20PKG.jpg,ZXTN04120HFFDKR-ND,ZXTN04120HFFTA,Diodes Incorporated,TRANS NPN DARL 120V 1A SOT23F-3,2188,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN - Darlington","1A","120V","1.5V @ 5mA, 2A","10µA","3000 @ 1A, 5V","1.5W","120MHz","-55°C ~ 150°C (TJ)","Surface Mount","SOT-23-3 Flat Leads","SOT-23F"
http://www.diodes.com/_files/datasheets/ZXTN25060BZ.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,ZXTN25060BZTR-ND,ZXTN25060BZTA,Diodes Incorporated,TRANS NPN 60V 5A SOT-89,1000,0,"0.22100","0","1000","Tape & Reel (TR)","-","Active","NPN","5A","60V","305mV @ 500mA, 5A","50nA (ICBO)","100 @ 10mA, 2V","2.4W","185MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ZXTN25060BZ.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,ZXTN25060BZCT-ND,ZXTN25060BZTA,Diodes Incorporated,TRANS NPN 60V 5A SOT-89,2054,0,"0.59000","0","1","Cut Tape (CT)","-","Active","NPN","5A","60V","305mV @ 500mA, 5A","50nA (ICBO)","100 @ 10mA, 2V","2.4W","185MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ZXTN25060BZ.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,ZXTN25060BZDKR-ND,ZXTN25060BZTA,Diodes Incorporated,TRANS NPN 60V 5A SOT-89,2054,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","5A","60V","305mV @ 500mA, 5A","50nA (ICBO)","100 @ 10mA, 2V","2.4W","185MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
https://www.fairchildsemi.com/datasheets/KS/KSE800.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MJE350STU.JPG,KSE800STU-ND,KSE800STU,Fairchild Semiconductor,TRANS NPN DARL 60V 4A TO-126,1900,0,"0.59000","0","1","Tube","-","Active","NPN - Darlington","4A","60V","2.5V @ 30mA, 1.5A","100µA","750 @ 1.5A, 3V","40W","-","150°C (TJ)","Through Hole","TO-225AA, TO-126-3","TO-126-3"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB1599.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,2SB15990RLTR-ND,2SB15990RL,Panasonic Electronic Components,TRANS PNP 40V 1.5A MINI PWR,1000,0,"0.24656","0","1000","Tape & Reel (TR)","-","Obsolete","PNP","1.5A","40V","1V @ 150mA, 1.5A","100µA","100 @ 1A, 5V","1W","150MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB1599.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,2SB15990RLCT-ND,2SB15990RL,Panasonic Electronic Components,TRANS PNP 40V 1.5A MINI PWR,1417,0,"0.59000","0","1","Cut Tape (CT)","-","Obsolete","PNP","1.5A","40V","1V @ 150mA, 1.5A","100µA","100 @ 1A, 5V","1W","150MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F1"
//media.digikey.com/pdf/Data%20Sheets/Panasonic%20Semiconductors%20ICs%20PDFs/2SB1599.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,2SB15990RLDKR-ND,2SB15990RL,Panasonic Electronic Components,TRANS PNP 40V 1.5A MINI PWR,1417,0,"Calculate","0","1","Digi-Reel®","-","Obsolete","PNP","1.5A","40V","1V @ 150mA, 1.5A","100µA","100 @ 1A, 5V","1W","150MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F1"
http://www.diodes.com/_files/datasheets/ZXTP25040DZ.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,ZXTP25040DZTR-ND,ZXTP25040DZTA,Diodes Incorporated,TRANS PNP 40V 3A SOT89,1000,15000,"0.22100","0","1000","Tape & Reel (TR)","-","Active","PNP","3A","40V","350mV @ 350mA, 3.5A","50nA (ICBO)","300 @ 10mA, 2V","2.4W","270MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ZXTP25040DZ.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,ZXTP25040DZCT-ND,ZXTP25040DZTA,Diodes Incorporated,TRANS PNP 40V 3A SOT89,1171,15000,"0.59000","0","1","Cut Tape (CT)","-","Active","PNP","3A","40V","350mV @ 350mA, 3.5A","50nA (ICBO)","300 @ 10mA, 2V","2.4W","270MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ZXTP25040DZ.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,ZXTP25040DZDKR-ND,ZXTP25040DZTA,Diodes Incorporated,TRANS PNP 40V 3A SOT89,1171,15000,"Calculate","0","1","Digi-Reel®","-","Active","PNP","3A","40V","350mV @ 350mA, 3.5A","50nA (ICBO)","300 @ 10mA, 2V","2.4W","270MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ZXTN25012EZ.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,ZXTN25012EZTR-ND,ZXTN25012EZTA,Diodes Incorporated,TRANS NPN 12V 6.5A SOT89,1000,18000,"0.22100","0","1000","Tape & Reel (TR)","-","Active","NPN","6.5A","12V","270mV @ 130mA, 6.5A","50nA (ICBO)","500 @ 10mA, 2V","2.4W","260MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ZXTN25012EZ.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,ZXTN25012EZCT-ND,ZXTN25012EZTA,Diodes Incorporated,TRANS NPN 12V 6.5A SOT89,1067,18000,"0.59000","0","1","Cut Tape (CT)","-","Active","NPN","6.5A","12V","270mV @ 130mA, 6.5A","50nA (ICBO)","500 @ 10mA, 2V","2.4W","260MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.diodes.com/_files/datasheets/ZXTN25012EZ.pdf,//media.digikey.com/Renders/Diodes%20Renders/SOT89-3L.jpg,ZXTN25012EZDKR-ND,ZXTN25012EZTA,Diodes Incorporated,TRANS NPN 12V 6.5A SOT89,1067,18000,"Calculate","0","1","Digi-Reel®","-","Active","NPN","6.5A","12V","270mV @ 130mA, 6.5A","50nA (ICBO)","500 @ 10mA, 2V","2.4W","260MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
https://www.fairchildsemi.com/datasheets/KS/KSH29C.pdf,"//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-252-3,%20DPak%20(2%20Leads%20+%20Tab),%20SC-63.JPG",KSH29CTFTR-ND,KSH29CTF,Fairchild Semiconductor,TRANS NPN 100V 1A DPAK,0,2000,"0.22040","0","2000","Tape & Reel (TR)","-","Active","NPN","1A","100V","700mV @ 125mA, 1A","50µA","15 @ 1A, 4V","1.56W","3MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","D-Pak"
https://www.fairchildsemi.com/datasheets/KS/KSH29C.pdf,"//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-252-3,%20DPak%20(2%20Leads%20+%20Tab),%20SC-63.JPG",KSH29CTFCT-ND,KSH29CTF,Fairchild Semiconductor,TRANS NPN 100V 1A DPAK,1016,2469,"0.59000","0","1","Cut Tape (CT)","-","Active","NPN","1A","100V","700mV @ 125mA, 1A","50µA","15 @ 1A, 4V","1.56W","3MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","D-Pak"
https://www.fairchildsemi.com/datasheets/KS/KSH29C.pdf,"//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-252-3,%20DPak%20(2%20Leads%20+%20Tab),%20SC-63.JPG",KSH29CTFDKR-ND,KSH29CTF,Fairchild Semiconductor,TRANS NPN 100V 1A DPAK,1016,2000,"Calculate","0","1","Digi-Reel®","-","Active","NPN","1A","100V","700mV @ 125mA, 1A","50µA","15 @ 1A, 4V","1.56W","3MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","D-Pak"
http://diodes.com/_files/datasheets/FMMT560Q.pdf,"//media.digikey.com/Renders/Diodes%20Renders/TO-236-3,%20SC-59,%20SOT-23-3.jpg",FMMT560QTADITR-ND,FMMT560QTA,Diodes Incorporated,TRANS PNP 500V 0.15A SOT23-3,0,0,"0.20460","0","3000","Tape & Reel (TR)","-","Active","PNP","150mA","500V","500mV @ 10mA, 50mA","100nA","80 @ 50mA, 10V","500mW","60MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23"
http://diodes.com/_files/datasheets/FMMT560Q.pdf,"//media.digikey.com/Renders/Diodes%20Renders/TO-236-3,%20SC-59,%20SOT-23-3.jpg",FMMT560QTADICT-ND,FMMT560QTA,Diodes Incorporated,TRANS PNP 500V 0.15A SOT23-3,2039,0,"0.60000","0","1","Cut Tape (CT)","-","Active","PNP","150mA","500V","500mV @ 10mA, 50mA","100nA","80 @ 50mA, 10V","500mW","60MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23"
http://diodes.com/_files/datasheets/FMMT560Q.pdf,"//media.digikey.com/Renders/Diodes%20Renders/TO-236-3,%20SC-59,%20SOT-23-3.jpg",FMMT560QTADIDKR-ND,FMMT560QTA,Diodes Incorporated,TRANS PNP 500V 0.15A SOT23-3,2039,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","150mA","500V","500mV @ 10mA, 50mA","100nA","80 @ 50mA, 10V","500mW","60MHz","-55°C ~ 150°C (TJ)","Surface Mount","TO-236-3, SC-59, SOT-23-3","SOT-23"
http://www.nxp.com/documents/data_sheet/PBSS305NX.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-MPT3(SOT-89-3,SC-62,TO-243-3)SOT89.jpg",568-4177-2-ND,"PBSS305NX,115",NXP USA Inc.,TRANS NPN 80V 4.6A SOT89,1000,0,"0.24960","0","1000","Tape & Reel (TR)","-","Active","NPN","4.6A","80V","240mV @ 230mA, 4.6A","100nA (ICBO)","180 @ 2A, 2V","2.1W","110MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.nxp.com/documents/data_sheet/PBSS305NX.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-MPT3(SOT-89-3,SC-62,TO-243-3)SOT89.jpg",568-4177-1-ND,"PBSS305NX,115",NXP USA Inc.,TRANS NPN 80V 4.6A SOT89,2004,0,"0.60000","0","1","Cut Tape (CT)","-","Active","NPN","4.6A","80V","240mV @ 230mA, 4.6A","100nA (ICBO)","180 @ 2A, 2V","2.1W","110MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.nxp.com/documents/data_sheet/PBSS305NX.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-MPT3(SOT-89-3,SC-62,TO-243-3)SOT89.jpg",568-4177-6-ND,"PBSS305NX,115",NXP USA Inc.,TRANS NPN 80V 4.6A SOT89,2004,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","4.6A","80V","240mV @ 230mA, 4.6A","100nA (ICBO)","180 @ 2A, 2V","2.1W","110MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.nxp.com/documents/data_sheet/PBSS4480X.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-MPT3(SOT-89-3,SC-62,TO-243-3)SOT89.jpg",568-4161-2-ND,"PBSS4480X,135",NXP USA Inc.,TRANS NPN 80V 4A SOT89,0,0,"0.22620","0","4000","Tape & Reel (TR)","-","Active","NPN","4A","80V","270mV @ 500mA, 5A","100nA","175 @ 2A, 2V","1.6W","150MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.nxp.com/documents/data_sheet/PBSS4480X.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-MPT3(SOT-89-3,SC-62,TO-243-3)SOT89.jpg",568-4161-1-ND,"PBSS4480X,135",NXP USA Inc.,TRANS NPN 80V 4A SOT89,1950,0,"0.60000","0","1","Cut Tape (CT)","-","Active","NPN","4A","80V","270mV @ 500mA, 5A","100nA","175 @ 2A, 2V","1.6W","150MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.nxp.com/documents/data_sheet/PBSS4480X.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-MPT3(SOT-89-3,SC-62,TO-243-3)SOT89.jpg",568-4161-6-ND,"PBSS4480X,135",NXP USA Inc.,TRANS NPN 80V 4A SOT89,1950,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","4A","80V","270mV @ 500mA, 5A","100nA","175 @ 2A, 2V","1.6W","150MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
https://www.fairchildsemi.com/datasheets/FJ/FJE5304D.pdf,//media.digikey.com/photos/Fairchild%20Semi%20Photos/MJE350STU.JPG,FJE5304D-ND,FJE5304D,Fairchild Semiconductor,TRANS NPN 400V 4A TO-126,1928,238000,"0.60000","0","1","Bulk","-","Active","NPN","4A","400V","1.5V @ 500mA, 2.5A","100µA","8 @ 2A, 5V","30W","-","-","Through Hole","TO-225AA, TO-126-3","TO-126-3"
http://www.semicon.panasonic.co.jp/ds4/DSA7004_E.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,DSA700400LTR-ND,DSA700400L,Panasonic Electronic Components,TRANS PNP 50V 2A MINIP3,1000,0,"0.25080","0","1000","Tape & Reel (TR)","-","Active","PNP","2A","50V","300mV @ 50mA, 1A","100nA (ICBO)","120 @ 200mA, 2V","1W","120MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F2-B"
http://www.semicon.panasonic.co.jp/ds4/DSA7004_E.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,DSA700400LCT-ND,DSA700400L,Panasonic Electronic Components,TRANS PNP 50V 2A MINIP3,1768,0,"0.60000","0","1","Cut Tape (CT)","-","Active","PNP","2A","50V","300mV @ 50mA, 1A","100nA (ICBO)","120 @ 200mA, 2V","1W","120MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F2-B"
http://www.semicon.panasonic.co.jp/ds4/DSA7004_E.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,DSA700400LDKR-ND,DSA700400L,Panasonic Electronic Components,TRANS PNP 50V 2A MINIP3,1768,0,"Calculate","0","1","Digi-Reel®","-","Active","PNP","2A","50V","300mV @ 50mA, 1A","100nA (ICBO)","120 @ 200mA, 2V","1W","120MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F2-B"
https://www.fairchildsemi.com/datasheets/KS/KSH3055.pdf,"//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-252-3,%20DPak%20(2%20Leads%20+%20Tab),%20SC-63.JPG",KSH3055TMTR-ND,KSH3055TM,Fairchild Semiconductor,TRANS NPN 60V 10A DPAK,0,10000,"0.20754","0","2500","Tape & Reel (TR)","-","Active","NPN","10A","60V","8V @ 3.3A, 10A","50µA","20 @ 4A, 4V","1.75W","2MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","D-Pak"
https://www.fairchildsemi.com/datasheets/KS/KSH3055.pdf,"//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-252-3,%20DPak%20(2%20Leads%20+%20Tab),%20SC-63.JPG",KSH3055TMCT-ND,KSH3055TM,Fairchild Semiconductor,TRANS NPN 60V 10A DPAK,1577,10000,"0.60000","0","1","Cut Tape (CT)","-","Active","NPN","10A","60V","8V @ 3.3A, 10A","50µA","20 @ 4A, 4V","1.75W","2MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","D-Pak"
https://www.fairchildsemi.com/datasheets/KS/KSH3055.pdf,"//media.digikey.com/Photos/Fairchild%20Semi%20Photos/TO-252-3,%20DPak%20(2%20Leads%20+%20Tab),%20SC-63.JPG",KSH3055TMDKR-ND,KSH3055TM,Fairchild Semiconductor,TRANS NPN 60V 10A DPAK,1577,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN","10A","60V","8V @ 3.3A, 10A","50µA","20 @ 4A, 4V","1.75W","2MHz","150°C (TJ)","Surface Mount","TO-252-3, DPak (2 Leads + Tab), SC-63","D-Pak"
http://www.nxp.com/documents/data_sheet/BCV29_49.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-MPT3(SOT-89-3,SC-62,TO-243-3)SOT89.jpg",568-6821-2-ND,"BCV29,115",NXP USA Inc.,TRANS NPN DARL 30V 0.5A SOT89,1000,0,"0.24960","0","1000","Tape & Reel (TR)","Automotive, AEC-Q101","Active","NPN - Darlington","500mA","30V","1V @ 100µA, 100mA","100nA (ICBO)","20000 @ 100mA, 5V","1.3W","220MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.nxp.com/documents/data_sheet/BCV29_49.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-MPT3(SOT-89-3,SC-62,TO-243-3)SOT89.jpg",568-6821-1-ND,"BCV29,115",NXP USA Inc.,TRANS NPN DARL 30V 0.5A SOT89,1380,0,"0.60000","0","1","Cut Tape (CT)","-","Active","NPN - Darlington","500mA","30V","1V @ 100µA, 100mA","100nA (ICBO)","20000 @ 100mA, 5V","1.3W","220MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.nxp.com/documents/data_sheet/BCV29_49.pdf,"//media.digikey.com/photos/NXP%20Semi%20Photos/568-MPT3(SOT-89-3,SC-62,TO-243-3)SOT89.jpg",568-6821-6-ND,"BCV29,115",NXP USA Inc.,TRANS NPN DARL 30V 0.5A SOT89,1380,0,"Calculate","0","1","Digi-Reel®","-","Active","NPN - Darlington","500mA","30V","1V @ 100µA, 100mA","100nA (ICBO)","20000 @ 100mA, 5V","1.3W","220MHz","150°C (TJ)","Surface Mount","TO-243AA","SOT-89-3"
http://www.semicon.panasonic.co.jp/ds4/DSA7004_E.pdf,//media.digikey.com/Renders/Panasonic%20Renders/MINIP3-F2-B.jpg,DSA7004R0LTR-ND,DSA7004R0L,Panasonic Electronic Components,TRANS PNP 50V 2A MINIP3-F,1000,0,"0.25080","0","1000","Tape & Reel (TR)","-","Active","PNP","2A","50V","300mV @ 50mA, 1A","100nA (ICBO)","120 @ 200mA, 2V","1W","120MHz","150°C (TJ)","Surface Mount","TO-243AA","MiniP3-F2-B"
