-,BCW60DT116,c_current_max,200.0
-,BCW60DT116,dc_gain_min,32.0
-,MMST8098T146,polarity,NPN
-,MMST8098T146,ce_v_max,60
-,MMST8098T146,c_current_max,200.0
-,MMST8098T146,dev_dissipation,350.0
-,MMST8098T146,dc_gain_min,60.0
-,MMST8098T146,polarity,NPN
-,MMST8098T146,ce_v_max,60
-,MMST8098T146,c_current_max,200.0
-,MMST8098T146,dev_dissipation,350.0
-,MMST8098T146,dc_gain_min,60.0
-,MMST8098T146,polarity,NPN
-,MMST8098T146,ce_v_max,60
-,MMST8098T146,c_current_max,200.0
-,MMST8098T146,dev_dissipation,350.0
-,MMST8098T146,dc_gain_min,60.0
-,BCW70T116,polarity,PNP
-,BCW70T116,ce_v_max,45
-,BCW70T116,c_current_max,100.0
-,BCW70T116,dc_gain_min,45.0
-,BCW72T116,polarity,NPN
-,BCW72T116,ce_v_max,45
-,BCW72T116,c_current_max,100.0
-,BCW72T116,dc_gain_min,45.0
-,2SB815-6-TB-E,polarity,PNP
-,2SB815-6-TB-E,ce_v_max,15
-,2SB815-6-TB-E,c_current_max,700.0
-,2SB815-6-TB-E,dev_dissipation,200.0
-,2SB815-6-TB-E,stg_temp_max,125
-,2SB815-6-TB-E,dc_gain_min,15.0
-,2SB815-7-TB-E,polarity,PNP
-,2SB815-7-TB-E,ce_v_max,15
-,2SB815-7-TB-E,c_current_max,700.0
-,2SB815-7-TB-E,dev_dissipation,200.0
-,2SB815-7-TB-E,stg_temp_max,125
-,2SB815-7-TB-E,dc_gain_min,15.0
-,BCW30T116,polarity,PNP
-,BCW30T116,ce_v_max,32
-,BCW30T116,c_current_max,100.0
-,BCW30T116,dc_gain_min,32.0
-,BCW61CT116,polarity,PNP
-,BCW61CT116,ce_v_max,32
-,BCW61CT116,c_current_max,200.0
-,BCW61CT116,dc_gain_min,32.0
-,MMST8598T146,polarity,PNP
